sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fv5,Fv6,Fv7,Fv8,Fv9
Fc3C2Fv5V1Fv6V2LQS30,P,C0,C0,C0,C8,C0,4,1,3,0,0
Fc3C2Fv5V1Fv6V2LQS31,Q,C0,C0,C0,C1,C0,0,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS7,R,C0,C0,C0,C1,C0,1,2,0,0,8
Fc3C2Fv5V1Fv6V3LPS8,P,C0,C0,C0,C2,C0,1,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS9,V,C3,C8,C0,C0,C7,1,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS10,Q,C1,C6,C0,C0,C0,0,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS11,P,C1,C0,C0,C0,C0,1,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS13,P,C0,C0,C0,C0,C7,1,3,7,0,0
Fc3C2Fv5V1Fv6V3LPS14,R,C0,C6,C0,C0,C0,0,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS15,P,C2,C2,C2,C0,C0,1,1,0,0,8
Fc3C2Fv5V1Fv6V3LPS16,R,C8,C2,C0,C0,C3,1,0,4,1,0
Fc3C2Fv5V1Fv6V3LPS17,R,C4,C0,C0,C0,C7,1,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS18,P,C0,C0,C0,C0,C4,1,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS19,Q,C0,C8,C0,C0,C2,0,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS20,P,C0,C3,C0,C0,C0,1,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS21,P,C0,C5,C3,C3,C3,0,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS22,Q,C4,C0,C0,C0,C0,0,2,7,0,0
Fc3C2Fv5V1Fv6V3LPS23,R,C0,C0,C2,C0,C0,1,1,4,0,0
Fc3C2Fv5V1Fv6V3LPS24,P,C0,C0,C9,C9,C0,0,0,0,0,3
Fc3C2Fv5V1Fv6V3LPS25,Q,C0,C0,C0,C0,C9,0,3,0,0,0
Fc3C2Fv5V1Fv6V3LPS26,R,C0,C0,C5,C0,C0,0,2,0,0,0
Fc3C2Fv5V1Fv6V3LPS27,V,C0,C0,C0,C3,C0,0,2,0,3,0
Fc3C2Fv5V1Fv6V3LPS29,P,C0,C0,C5,C6,C0,0,3,0,0,6
Fc3C2Fv5V1Fv6V3LPS30,P,C5,C7,C0,C0,C0,1,2,5,0,0
Fc3C2Fv5V1Fv6V3LPS31,V,C0,C4,C0,C4,C0,0,3,0,0,0
Fc3C2Fv5V1Fv7V1LVS7,S,C8,C0,C2,C0,C7,1,0,1,0,0
Fc3C2Fv5V1Fv7V1LVS10,V,C0,C0,C5,C0,C8,1,0,0,0,6
Fc3C2Fv5V1Fv7V1LVS12,R,C0,C0,C0,C2,C9,1,0,0,0,6
Fc3C2Fv5V1Fv7V1LVS13,R,C8,C1,C1,C0,C0,1,0,0,0,0
Fc3C2Fv5V1Fv7V1LVS15,R,C0,C9,C0,C0,C0,1,0,0,3,0
Fc3C2Fv5V1Fv7V1LVS16,S,C1,C0,C4,C0,C5,0,0,1,0,7
Fc3C2Fv5V1Fv7V1LVS17,V,C0,C0,C1,C9,C5,2,0,0,5,0
Fc3C2Fv5V1Fv7V1LVS18,R,C3,C0,C3,C0,C0,1,0,1,0,0
Fc3C2Fv5V1Fv7V1LVS19,R,C2,C0,C7,C1,C6,0,1,0,8,0
Fc3C2Fv5V1Fv7V1LVS20,S,C6,C0,C7,C0,C6,0,0,1,0,0
Fc3C2Fv5V1Fv7V1LVS21,V,C1,C0,C2,C0,C0,0,0,0,0,0
Fc3C2Fv5V1Fv7V1LVS22,V,C0,C1,C0,C5,C0,3,8,0,0,0
Fc3C2Fv5V1Fv7V1LVS23,V,C0,C1,C0,C0,C0,2,7,0,0,0
Fc3C2Fv5V1Fv7V1LVS24,S,C0,C0,C0,C0,C0,0,0,1,0,0
Fc3C2Fv5V1Fv7V1LVS25,S,C1,C1,C0,C0,C1,1,3,0,8,0
Fc3C2Fv5V1Fv7V1LVS26,V,C0,C4,C0,C0,C0,0,0,0,0,0
Fc3C2Fv5V1Fv7V1LVS27,R,C0,C0,C0,C6,C2,0,3,1,2,0
Fc3C2Fv5V1Fv7V1LVS28,V,C1,C0,C0,C0,C0,0,0,0,0,0
Fc3C2Fv5V1Fv7V1LVS29,V,C0,C0,C0,C0,C1,1,0,1,0,8
Fc3C2Fv5V1Fv7V1LVS30,R,C0,C2,C0,C2,C4,1,0,1,0,7
Fc3C2Fv5V1Fv7V1LVS31,R,C0,C0,C5,C4,C0,1,0,1,0,6
Fc3C2Fv5V1Fv7V2LPS7,S,C0,C0,C0,C9,C0,1,0,1,6,0
Fc3C2Fv5V1Fv7V2LPS8,S,C0,C0,C9,C0,C1,1,9,0,0,0
Fc3C2Fv5V1Fv7V2LPS9,S,C2,C0,C3,C0,C0,1,0,2,0,0
Fc3C2Fv5V1Fv7V2LPS10,P,C0,C0,C0,C6,C7,0,0,2,0,0
Fc3C2Fv5V1Fv7V2LPS12,S,C5,C7,C5,C3,C0,1,0,1,2,0
Fc3C2Fv5V1Fv7V2LPS14,P,C0,C3,C0,C0,C2,2,4,1,0,0
Fc3C2Fv5V1Fv7V2LPS15,P,C0,C0,C0,C0,C0,1,4,2,3,0
Fc3C2Fv5V1Fv7V2LPS16,P,C1,C1,C0,C0,C0,1,0,1,0,0
Fc3C2Fv5V1Fv7V2LPS17,R,C2,C3,C6,C2,C8,1,4,2,0,0
Fc3C2Fv5V1Fv7V2LPS19,T,C2,C0,C0,C5,C9,0,0,1,0,0
Fc3C2Fv5V1Fv7V2LPS20,T,C0,C8,C0,C2,C0,1,0,2,0,0
Fc3C2Fv5V1Fv7V2LPS21,P,C0,C2,C1,C8,C0,0,0,1,0,8
Fc3C2Fv5V1Fv7V2LPS22,P,C7,C0,C1,C0,C0,1,0,2,2,8
Fc3C2Fv5V1Fv7V2LPS23,R,C3,C1,C0,C0,C0,0,5,1,0,0
Fc3C2Fv5V1Fv7V2LPS25,T,C9,C4,C2,C3,C8,0,0,2,0,7
Fc3C2Fv5V1Fv7V2LPS26,T,C0,C5,C5,C7,C1,1,2,2,2,0
Fc3C2Fv5V1Fv7V2LPS27,P,C0,C3,C0,C2,C0,0,0,1,0,0
Fc3C2Fv5V1Fv7V2LPS28,S,C0,C0,C2,C0,C3,1,0,2,0,0
Fc3C2Fv5V1Fv7V2LPS29,Q,C0,C1,C1,C0,C2,1,0,2,0,0
Fc3C2Fv5V1Fv7V2LPS30,S,C0,C0,C0,C8,C2,0,1,1,7,0
Fc3C2Fv5V1Fv7V2LPS31,P,C6,C0,C0,C1,C1,0,0,1,0,0
Fc3C2Fv5V1Fv7V3LQS7,R,C1,C0,C8,C0,C5,2,0,2,0,5
Fc3C2Fv5V1Fv7V3LQS8,Q,C0,C7,C0,C0,C0,3,3,1,2,6
Fc3C2Fv5V1Fv7V3LQS9,Q,C9,C0,C0,C1,C2,1,0,4,8,4
Fc3C2Fv5V1Fv7V3LQS10,Q,C3,C0,C2,C8,C3,2,0,1,0,6
Fc3C2Fv5V1Fv7V3LQS11,Q,C0,C0,C0,C2,C0,1,0,2,0,0
Fc3C2Fv5V1Fv7V3LQS12,P,C9,C0,C0,C0,C9,1,6,2,0,0
Fc3C2Fv5V1Fv7V3LQS13,R,C6,C3,C0,C6,C4,1,0,3,0,0
Fc3C2Fv5V1Fv7V3LQS14,P,C0,C0,C0,C0,C3,0,0,2,0,0
Fc3C2Fv5V1Fv7V3LQS15,P,C0,C3,C0,C0,C0,1,6,0,0,0
Fc3C2Fv5V1Fv7V3LQS16,Q,C0,C0,C0,C2,C2,1,0,1,7,0
Fc3C2Fv5V1Fv7V3LQS17,P,C0,C1,C0,C6,C5,2,0,0,9,0
Fc3C2Fv5V1Fv7V3LQS19,P,C7,C0,C3,C6,C4,1,0,2,0,0
Fc3C2Fv5V1Fv7V3LQS20,T,C3,C7,C0,C1,C0,1,3,2,0,0
Fc3C2Fv5V1Fv7V3LQS21,R,C0,C4,C1,C0,C0,1,7,0,0,0
Fc3C2Fv5V1Fv7V3LQS22,T,C0,C0,C0,C0,C0,0,0,3,0,0
Fc3C2Fv5V1Fv7V3LQS23,P,C0,C0,C0,C2,C4,0,0,3,0,0
Fc3C2Fv5V1Fv7V3LQS24,P,C0,C0,C0,C0,C0,1,0,0,0,5
Fc3C2Fv5V1Fv7V3LQS25,P,C0,C0,C0,C0,C0,1,0,2,0,0
Fc3C2Fv5V1Fv7V3LQS26,Q,C8,C7,C0,C7,C0,1,0,0,0,8
Fc3C2Fv5V1Fv7V3LQS27,Q,C0,C3,C0,C6,C0,0,0,2,0,0
Fc3C2Fv5V1Fv7V3LQS28,P,C0,C9,C5,C2,C1,0,0,3,0,0
Fc3C2Fv5V1Fv7V3LQS29,V,C3,C0,C0,C0,C0,2,4,0,0,0
Fc3C2Fv5V1Fv8V1LRS8,Q,C0,C2,C0,C3,C4,1,5,0,0,0
Fc3C2Fv5V1Fv8V1LRS9,R,C4,C4,C0,C4,C9,0,0,0,1,6
Fc3C2Fv5V1Fv8V1LRS10,S,C0,C0,C0,C0,C0,1,0,0,1,5
Fc3C2Fv5V1Fv8V1LRS11,T,C1,C5,C0,C0,C6,6,0,7,1,0
Fc3C2Fv5V1Fv8V1LRS12,R,C0,C6,C0,C2,C0,1,1,0,1,5
Fc3C2Fv5V1Fv8V1LRS13,Q,C0,C2,C0,C1,C3,1,0,0,0,0
Fc3C2Fv5V1Fv8V1LRS14,R,C1,C2,C6,C3,C0,1,0,0,0,0
Fc3C2Fv5V1Fv8V1LRS15,Q,C8,C9,C0,C0,C3,1,0,0,0,0
Fc3C2Fv5V1Fv8V1LRS16,Q,C0,C0,C0,C2,C0,2,5,0,0,3
Fc3C2Fv5V1Fv8V1LRS17,Q,C2,C6,C0,C0,C1,1,0,0,1,0
Fc3C2Fv5V1Fv8V1LRS18,R,C0,C3,C0,C2,C0,1,0,0,1,0
Fc3C2Fv5V1Fv8V1LRS19,P,C0,C2,C0,C5,C6,0,0,3,6,0
Fc3C2Fv5V1Fv8V1LRS20,Q,C0,C0,C0,C0,C2,0,3,1,0,0
Fc3C2Fv5V1Fv8V1LRS21,R,C0,C0,C0,C0,C0,1,8,0,1,0
Fc3C2Fv5V1Fv8V1LRS22,R,C5,C0,C0,C0,C1,1,0,0,0,0
Fc3C2Fv5V1Fv8V1LRS23,Q,C2,C0,C1,C0,C0,1,0,0,1,0
Fc3C2Fv5V1Fv8V1LRS24,P,C3,C0,C3,C1,C0,0,0,0,1,0
Fc3C2Fv5V1Fv8V1LRS25,R,C6,C0,C0,C2,C8,1,7,0,0,0
Fc3C2Fv5V1Fv8V1LRS26,P,C0,C0,C1,C1,C6,1,0,0,2,5
Fc3C2Fv5V1Fv8V1LRS27,P,C0,C0,C0,C4,C9,1,4,0,1,8
Fc3C2Fv5V1Fv8V1LRS28,Q,C0,C0,C0,C7,C8,1,6,0,0,6
Fc3C2Fv5V1Fv8V1LRS29,P,C1,C0,C0,C0,C0,1,6,0,0,3
Fc3C2Fv5V1Fv8V1LRS30,Q,C0,C6,C9,C1,C0,1,0,0,0,0
Fc3C2Fv5V1Fv8V1LRS31,P,C8,C0,C0,C0,C0,0,0,0,0,0
Fc3C2Fv5V1Fv8V2LSS7,Q,C9,C0,C0,C0,C5,1,0,0,1,0
Fc3C2Fv5V1Fv8V2LSS8,Q,C0,C3,C8,C0,C0,1,0,7,0,4
Fc3C2Fv5V1Fv8V2LSS9,T,C2,C1,C0,C1,C0,5,2,7,1,0
Fc3C2Fv5V1Fv8V2LSS10,P,C0,C0,C0,C2,C0,6,3,1,2,0
Fc3C2Fv5V1Fv8V2LSS11,V,C3,C2,C0,C0,C0,0,6,1,1,5
Fc3C2Fv5V1Fv8V2LSS12,Q,C0,C0,C7,C0,C5,1,9,0,1,0
Fc3C2Fv5V1Fv8V2LSS13,R,C6,C2,C0,C5,C0,3,5,0,1,0
Fc3C2Fv5V1Fv8V2LSS14,V,C0,C7,C2,C0,C0,0,4,6,2,0
Fc3C2Fv5V1Fv8V2LSS15,S,C0,C0,C4,C0,C0,1,0,0,1,0
Fc3C2Fv5V1Fv8V2LSS16,R,C0,C0,C0,C0,C2,1,7,3,1,0
Fc3C2Fv5V1Fv8V2LSS17,S,C0,C7,C0,C8,C0,1,0,0,1,0
Fc3C2Fv5V1Fv8V2LSS18,R,C0,C0,C0,C2,C2,0,0,0,1,0
Fc3C2Fv5V1Fv8V2LSS19,Q,C4,C1,C0,C3,C7,0,3,5,1,0
Fc3C2Fv5V1Fv8V2LSS20,V,C1,C3,C0,C0,C0,0,5,0,2,5
Fc3C2Fv5V1Fv8V2LSS21,T,C0,C5,C0,C0,C7,0,0,0,2,0
Fc3C2Fv5V1Fv8V2LSS22,Q,C1,C0,C0,C0,C0,0,4,3,1,0
Fc3C2Fv5V1Fv8V2LSS23,S,C0,C0,C0,C5,C5,1,0,4,2,0
Fc3C2Fv5V1Fv8V2LSS24,T,C0,C0,C0,C0,C0,1,6,0,2,0
Fc3C2Fv5V1Fv8V2LSS25,Q,C3,C0,C0,C0,C0,1,6,2,0,0
Fc3C2Fv5V1Fv8V2LSS26,R,C4,C0,C0,C0,C1,1,0,0,1,9
Fc3C2Fv5V1Fv8V2LSS27,Q,C4,C7,C0,C5,C0,1,0,0,0,7
Fc3C2Fv5V1Fv8V2LSS28,Q,C0,C0,C9,C0,C0,0,0,7,0,0
Fc3C2Fv5V1Fv8V2LSS29,V,C2,C0,C0,C0,C3,0,0,0,1,0
Fc3C2Fv5V1Fv8V2LSS30,R,C3,C0,C0,C9,C6,0,7,0,2,7
Fc3C2Fv5V1Fv8V3LTS7,P,C0,C0,C0,C7,C1,0,7,0,1,0
Fc3C2Fv5V1Fv8V3LTS9,S,C9,C3,C0,C0,C0,0,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS10,R,C4,C0,C5,C1,C5,0,0,0,1,7
Fc3C2Fv5V1Fv8V3LTS11,Q,C0,C2,C0,C0,C2,1,0,0,2,0
Fc3C2Fv5V1Fv8V3LTS12,Q,C0,C1,C8,C0,C5,0,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS13,T,C0,C7,C3,C3,C0,1,0,0,2,4
Fc3C2Fv5V1Fv8V3LTS14,S,C0,C0,C0,C0,C8,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS16,P,C9,C1,C0,C0,C0,0,0,0,2,0
Fc3C2Fv5V1Fv8V3LTS18,R,C0,C0,C9,C0,C3,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS19,T,C0,C2,C0,C0,C0,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS20,T,C0,C0,C9,C0,C1,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS21,R,C2,C0,C0,C8,C0,1,0,1,1,6
Fc3C2Fv5V1Fv8V3LTS22,Q,C0,C0,C0,C0,C2,1,2,3,2,1
Fc3C2Fv5V1Fv8V3LTS23,P,C5,C0,C0,C0,C0,0,1,0,1,6
Fc3C2Fv5V1Fv8V3LTS24,Q,C0,C0,C3,C2,C8,6,0,2,2,0
Fc3C2Fv5V1Fv8V3LTS25,V,C0,C0,C1,C6,C0,1,2,0,2,7
Fc3C2Fv5V1Fv8V3LTS26,T,C8,C0,C5,C0,C0,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS27,V,C0,C0,C0,C9,C7,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS28,T,C6,C3,C9,C2,C9,1,0,0,3,0
Fc3C2Fv5V1Fv8V3LTS29,P,C0,C3,C4,C0,C0,0,2,4,0,1
Fc3C2Fv5V1Fv8V3LTS30,Q,C1,C0,C3,C0,C2,5,3,1,3,5
Fc3C2Fv5V1Fv8V3LTS31,P,C0,C0,C0,C0,C6,4,4,6,0,0
Fc3C2Fv5V1Fv9V1LVS7,Q,C1,C1,C0,C0,C5,0,0,0,0,0
Fc3C2Fv5V1Fv9V1LVS8,V,C4,C0,C0,C0,C0,0,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS9,P,C7,C0,C9,C0,C4,0,0,0,3,2
Fc3C2Fv5V1Fv9V1LVS10,V,C1,C0,C0,C1,C3,1,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS11,V,C2,C0,C0,C0,C5,0,6,3,0,1
Fc3C2Fv5V1Fv9V1LVS12,Q,C0,C0,C3,C0,C3,0,0,0,0,0
Fc3C2Fv5V1Fv9V1LVS13,P,C0,C0,C2,C0,C0,0,3,0,0,0
Fc3C2Fv5V1Fv9V1LVS14,P,C0,C0,C1,C0,C0,0,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS15,V,C0,C0,C0,C3,C0,1,0,0,0,0
Fc3C2Fv5V1Fv9V1LVS16,T,C1,C0,C3,C0,C1,0,8,0,0,0
Fc3C2Fv5V1Fv9V1LVS17,Q,C1,C0,C7,C3,C4,2,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS18,V,C8,C2,C3,C3,C6,0,2,0,0,0
Fc3C2Fv5V1Fv9V1LVS19,V,C0,C3,C0,C0,C0,1,0,4,2,1
Fc3C2Fv5V1Fv9V1LVS20,Q,C1,C0,C0,C3,C0,1,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS21,P,C1,C2,C3,C9,C0,3,0,3,0,0
Fc3C2Fv5V1Fv9V1LVS22,P,C0,C2,C0,C4,C7,1,0,8,0,1
Fc3C2Fv5V1Fv9V1LVS23,Q,C4,C0,C0,C3,C2,1,0,0,0,0
Fc3C2Fv5V1Fv9V1LVS24,P,C3,C3,C1,C2,C1,0,0,1,7,0
Fc3C2Fv5V1Fv9V1LVS25,P,C0,C0,C0,C0,C0,1,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS26,Q,C3,C0,C0,C0,C3,3,6,0,0,0
Fc3C2Fv5V1Fv9V1LVS27,V,C3,C0,C0,C0,C0,0,0,0,0,1
Fc3C2Fv5V1Fv9V1LVS28,T,C0,C3,C0,C0,C6,0,0,7,0,0
Fc3C2Fv5V1Fv9V1LVS29,V,C3,C9,C0,C0,C3,0,6,0,0,0
Fc3C2Fv5V1Fv9V1LVS30,P,C0,C3,C0,C3,C0,0,8,2,1,1
Fc3C2Fv5V1Fv9V1LVS31,Q,C0,C4,C0,C0,C1,0,0,0,9,1
Fc3C2Fv5V1Fv9V2LPS7,P,C5,C0,C0,C0,C0,0,0,0,0,1
Fc3C2Fv5V1Fv9V2LPS8,P,C2,C2,C0,C0,C0,1,0,0,0,1
Fc3C2Fv5V1Fv9V2LPS9,R,C0,C7,C0,C0,C8,1,1,7,0,1
Fc3C2Fv5V1Fv9V2LPS10,T,C0,C0,C0,C0,C0,1,2,0,1,3
Fc3C2Fv5V1Fv9V2LPS11,Q,C2,C0,C0,C3,C0,0,0,0,6,3
Fc3C2Fv5V1Fv9V2LPS12,R,C0,C0,C0,C3,C1,1,0,0,0,2
Fc3C2Fv5V1Fv9V2LPS13,Q,C0,C0,C9,C0,C0,1,6,0,0,0
Fc3C2Fv5V1Fv9V2LPS14,R,C0,C0,C0,C0,C0,0,0,0,0,2
Fc3C2Fv5V1Fv9V2LPS15,Q,C2,C7,C3,C0,C8,1,0,0,7,1
Fc3C2Fv5V1Fv9V2LPS16,R,C6,C1,C0,C0,C0,1,2,0,0,2
Fc3C2Fv5V1Fv9V2LPS17,P,C0,C0,C2,C2,C5,0,0,0,0,2
Fc3C2Fv5V1Fv9V2LPS19,Q,C0,C0,C4,C6,C3,1,0,0,0,1
Fc3C2Fv5V1Fv9V2LPS21,P,C0,C0,C0,C0,C4,1,0,0,0,1
Fc3C2Fv5V1Fv9V2LPS22,S,C0,C8,C9,C0,C0,1,0,0,0,4
Fc3C2Fv5V1Fv9V2LPS23,P,C0,C0,C0,C0,C5,0,2,0,2,2
Fc3C2Fv5V1Fv9V2LPS24,P,C0,C5,C0,C0,C0,1,3,0,0,2
Fc3C2Fv5V1Fv9V2LPS25,P,C2,C8,C0,C0,C7,1,1,0,3,1
Fc3C2Fv5V1Fv9V2LPS26,Q,C0,C6,C0,C0,C0,1,6,0,0,4
Fc3C2Fv5V1Fv9V2LPS27,P,C0,C1,C0,C0,C3,1,0,0,0,2
Fc3C2Fv5V1Fv9V2LPS28,Q,C0,C0,C0,C4,C0,1,0,0,0,1
Fc3C2Fv5V1Fv9V2LPS29,P,C1,C4,C2,C0,C1,0,10,0,0,2
Fc3C2Fv5V1Fv9V2LPS30,P,C0,C0,C1,C0,C0,0,0,0,0,2
Fc3C2Fv5V1Fv9V2LPS31,P,C7,C5,C0,C1,C5,1,0,0,0,1
Fc3C2Fv5V1Fv9V3LQS7,Q,C3,C0,C0,C0,C0,1,7,0,0,3
Fc3C2Fv5V1Fv9V3LQS8,T,C0,C0,C0,C8,C4,2,0,0,3,2
Fc3C2Fv5V1Fv9V3LQS9,R,C6,C0,C1,C0,C7,0,6,0,0,3
Fc3C2Fv5V1Fv9V3LQS10,P,C1,C8,C0,C0,C0,1,0,0,3,3
Fc3C2Fv5V1Fv9V3LQS11,R,C9,C0,C0,C0,C4,1,0,0,8,3
Fc3C2Fv5V1Fv9V3LQS12,R,C0,C3,C0,C0,C9,0,0,0,3,3
Fc3C2Fv5V1Fv9V3LQS13,R,C0,C0,C7,C0,C0,1,0,0,0,3
Fc3C2Fv5V1Fv9V3LQS14,Q,C0,C4,C0,C0,C0,1,3,0,0,2
Fc3C2Fv5V1Fv9V3LQS18,P,C8,C0,C0,C0,C0,2,0,5,0,3
Fc3C2Fv5V1Fv9V3LQS19,R,C0,C9,C0,C0,C0,1,0,0,3,2
Fc3C2Fv5V1Fv9V3LQS20,S,C0,C3,C4,C5,C5,1,9,6,1,3
Fc3C2Fv5V1Fv9V3LQS21,Q,C0,C1,C0,C0,C0,1,0,0,0,3
Fc3C2Fv5V1Fv9V3LQS22,R,C0,C0,C0,C8,C3,1,0,0,6,2
Fc3C2Fv5V1Fv9V3LQS23,R,C0,C3,C3,C3,C0,0,0,0,0,2
Fc3C2Fv5V1Fv9V3LQS25,P,C6,C0,C0,C6,C0,1,4,0,1,3
Fc3C2Fv5V1Fv9V3LQS27,T,C0,C0,C8,C2,C0,0,4,0,2,3
Fc3C2Fv5V1Fv9V3LQS28,Q,C0,C8,C1,C0,C7,4,2,0,2,2
Fc3C2Fv5V1Fv9V3LQS29,R,C2,C0,C3,C0,C0,1,0,0,0,3
Fc3C2Fv5V1Fv9V3LQS30,S,C0,C2,C0,C4,C0,0,0,0,0,3
Fc3C2Fv5V1Fv9V3LQS31,P,C3,C0,C0,C0,C0,9,0,2,0,3
Fc3C2Fv5V2LRS7,R,C0,C7,C4,C0,C8,6,4,4,0,9
Fc3C2Fv5V2LRS8,R,C7,C0,C2,C0,C1,1,0,0,8,0
Fc3C2Fv5V2LRS9,S,C0,C8,C2,C0,C0,1,5,2,8,0
Fc3C2Fv5V2LRS10,P,C0,C2,C7,C3,C5,1,0,0,0,0
Fc3C2Fv5V2LRS11,P,C0,C9,C3,C3,C3,1,5,5,2,0
Fc3C2Fv5V2LRS12,R,C0,C2,C0,C1,C3,1,0,0,0,0
Fc3C2Fv5V2LRS13,P,C0,C0,C3,C0,C0,2,0,0,6,0
Fc3C2Fv5V2LRS14,P,C0,C0,C2,C3,C0,2,0,0,0,7
Fc3C2Fv5V2LRS15,R,C1,C2,C4,C0,C3,1,0,0,8,0
Fc3C2Fv5V2LRS16,S,C3,C0,C0,C0,C5,2,0,0,3,0
Fc3C2Fv5V2LRS17,P,C0,C7,C0,C0,C3,2,0,4,0,0
Fc3C2Fv5V2LRS18,Q,C1,C0,C5,C2,C0,1,0,9,0,8
Fc3C2Fv5V2LRS19,R,C0,C0,C0,C1,C0,2,3,4,2,0
Fc3C2Fv5V2LRS21,R,C1,C7,C0,C0,C3,1,3,1,7,0
Fc3C2Fv5V2LRS22,P,C9,C6,C3,C2,C1,1,8,0,0,0
Fc3C2Fv5V2LRS23,S,C0,C0,C2,C2,C1,1,0,0,0,8
Fc3C2Fv5V2LRS24,P,C4,C3,C0,C6,C8,1,0,8,0,0
Fc3C2Fv5V2LRS25,P,C1,C6,C2,C0,C0,1,0,0,9,0
Fc3C2Fv5V2LRS26,Q,C0,C1,C1,C0,C0,2,2,6,4,0
Fc3C2Fv5V2LRS27,P,C0,C0,C7,C0,C8,1,9,0,0,0
Fc3C2Fv5V2LRS29,P,C1,C0,C5,C9,C0,2,3,0,5,0
Fc3C2Fv5V2LRS30,P,C0,C0,C0,C0,C2,1,1,3,6,0
Fc3C2Fv5V2LRS31,S,C5,C0,C2,C0,C2,1,3,0,0,6
Fc3C2Fv5V2Fv6V1LSS7,Q,C8,C8,C9,C0,C6,2,0,0,1,8
Fc3C2Fv5V2Fv6V1LSS8,P,C1,C0,C2,C5,C9,2,0,5,2,0
Fc3C2Fv5V2Fv6V1LSS9,T,C2,C3,C4,C3,C5,2,0,5,0,6
Fc3C2Fv5V2Fv6V1LSS10,R,C0,C0,C7,C0,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V1LSS12,R,C0,C0,C0,C0,C0,1,1,0,0,0
Fc3C2Fv5V2Fv6V1LSS13,P,C3,C1,C0,C5,C2,1,1,0,6,4
Fc3C2Fv5V2Fv6V1LSS14,Q,C0,C0,C0,C0,C3,2,1,0,0,0
Fc3C2Fv5V2Fv6V1LSS15,Q,C0,C0,C0,C0,C9,2,1,4,0,0
Fc3C2Fv5V2Fv6V1LSS16,S,C9,C0,C0,C0,C3,2,0,1,0,5
Fc3C2Fv5V2Fv6V1LSS17,Q,C0,C1,C0,C0,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V1LSS18,S,C0,C1,C0,C3,C3,1,0,0,0,0
Fc3C2Fv5V2Fv6V1LSS20,P,C0,C9,C0,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv6V1LSS21,Q,C0,C0,C2,C0,C9,1,0,6,0,5
Fc3C2Fv5V2Fv6V1LSS22,Q,C0,C0,C0,C3,C0,1,0,0,0,0
Fc3C2Fv5V2Fv6V1LSS23,T,C5,C1,C3,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv6V1LSS24,P,C1,C0,C0,C3,C4,2,0,1,4,3
Fc3C2Fv5V2Fv6V1LSS25,S,C0,C3,C0,C3,C6,2,1,0,0,0
Fc3C2Fv5V2Fv6V1LSS26,P,C1,C0,C0,C0,C1,2,0,8,0,2
Fc3C2Fv5V2Fv6V1LSS27,Q,C3,C0,C4,C0,C0,1,0,1,8,0
Fc3C2Fv5V2Fv6V1LSS28,Q,C3,C0,C3,C0,C1,1,0,0,0,7
Fc3C2Fv5V2Fv6V1LSS29,R,C0,C3,C9,C5,C0,2,1,0,3,0
Fc3C2Fv5V2Fv6V1LSS30,Q,C0,C8,C8,C0,C0,1,0,0,0,0
Fc3C2Fv5V2Fv6V1LSS31,P,C0,C8,C9,C7,C0,2,0,5,0,0
Fc3C2Fv5V2Fv6V2LTS8,R,C1,C0,C0,C0,C2,2,2,0,0,0
Fc3C2Fv5V2Fv6V2LTS10,P,C0,C3,C0,C0,C0,1,1,6,0,0
Fc3C2Fv5V2Fv6V2LTS11,T,C4,C1,C9,C3,C1,1,2,0,0,0
Fc3C2Fv5V2Fv6V2LTS12,T,C0,C0,C2,C3,C0,2,2,1,1,5
Fc3C2Fv5V2Fv6V2LTS13,P,C0,C0,C0,C7,C0,2,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS14,T,C0,C0,C0,C0,C0,1,1,0,0,0
Fc3C2Fv5V2Fv6V2LTS16,Q,C2,C0,C0,C6,C0,1,0,8,0,0
