sample,label,Fc0,Fc1,Fc2,Fc3,Fv4,Fv5,Fv6,Fv7
Fc2C3Fc3C1Fv5V3LQS39,Q,C0,C0,C0,C4,0,2,0,0
Fc2C3Fc3C1Fv5V3LQS40,R,C3,C2,C3,C0,3,3,0,0
Fc2C3Fc3C1Fv5V3LQS42,Q,C0,C0,C0,C2,0,2,0,0
Fc2C3Fc3C1Fv5V3LQS44,P,C3,C0,C0,C2,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS46,T,C0,C0,C3,C0,0,3,0,8
Fc2C3Fc3C1Fv5V3LQS47,V,C0,C3,C2,C0,0,2,0,0
Fc2C3Fc3C1Fv5V3LQS48,R,C0,C2,C0,C3,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS49,P,C0,C0,C0,C9,0,3,3,0
Fc2C3Fc3C1Fv5V3LQS50,Q,C1,C0,C0,C2,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS51,V,C7,C0,C1,C0,0,2,0,0
Fc2C3Fc3C1Fv5V3LQS52,T,C3,C3,C0,C8,0,3,0,9
Fc2C3Fc3C1Fv5V3LQS53,P,C2,C3,C1,C0,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS55,R,C0,C0,C0,C3,0,3,0,3
Fc2C3Fc3C1Fv5V3LQS56,P,C1,C0,C2,C0,0,2,0,9
Fc2C3Fc3C1Fv5V3LQS57,P,C3,C1,C1,C3,0,2,0,0
Fc2C3Fc3C1Fv5V3LQS58,P,C1,C3,C0,C2,6,2,0,0
Fc2C3Fc3C1Fv5V3LQS59,Q,C0,C0,C0,C0,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS61,Q,C1,C1,C3,C2,0,3,0,0
Fc2C3Fc3C1Fv5V3LQS62,V,C1,C0,C0,C0,0,3,0,8
Fc2C3Fc3C1Fv5V3LQS63,R,C0,C1,C0,C1,0,3,0,0
Fc2C3Fc3C1Fv6V1LRS15,Q,C0,C0,C0,C3,0,6,0,0
Fc2C3Fc3C1Fv6V1LRS16,S,C7,C0,C9,C0,5,0,1,0
Fc2C3Fc3C1Fv6V1LRS17,Q,C0,C1,C0,C2,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS18,P,C0,C0,C0,C1,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS20,Q,C0,C0,C0,C2,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS21,P,C0,C0,C0,C3,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS22,P,C0,C2,C0,C0,0,0,0,6
Fc2C3Fc3C1Fv6V1LRS23,P,C0,C0,C1,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS24,P,C0,C3,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS25,R,C0,C0,C0,C2,9,0,1,0
Fc2C3Fc3C1Fv6V1LRS26,S,C0,C0,C2,C0,0,0,0,5
Fc2C3Fc3C1Fv6V1LRS27,R,C0,C0,C0,C1,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS28,Q,C8,C2,C0,C2,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS29,R,C2,C0,C3,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS30,Q,C2,C0,C0,C8,8,0,0,0
Fc2C3Fc3C1Fv6V1LRS31,P,C0,C2,C3,C2,0,3,1,0
Fc2C3Fc3C1Fv6V1LRS32,P,C0,C2,C1,C2,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS33,S,C2,C0,C2,C1,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS35,R,C6,C6,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS36,R,C0,C2,C3,C1,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS37,V,C3,C0,C0,C0,0,0,0,4
Fc2C3Fc3C1Fv6V1LRS38,Q,C0,C5,C2,C3,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS39,Q,C0,C3,C0,C0,0,5,1,0
Fc2C3Fc3C1Fv6V1LRS40,S,C0,C0,C1,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS41,Q,C1,C2,C3,C2,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS42,R,C0,C0,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS43,P,C0,C0,C3,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS44,P,C3,C1,C1,C1,0,3,1,0
Fc2C3Fc3C1Fv6V1LRS45,S,C0,C0,C2,C0,0,0,1,9
Fc2C3Fc3C1Fv6V1LRS46,P,C1,C2,C2,C1,0,7,1,0
Fc2C3Fc3C1Fv6V1LRS47,P,C0,C2,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS48,P,C0,C3,C1,C2,3,0,1,0
Fc2C3Fc3C1Fv6V1LRS49,Q,C3,C0,C3,C3,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS50,Q,C0,C9,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS51,R,C0,C0,C2,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS52,P,C7,C1,C0,C3,0,0,1,9
Fc2C3Fc3C1Fv6V1LRS53,P,C4,C3,C7,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS54,S,C2,C0,C0,C0,0,6,0,0
Fc2C3Fc3C1Fv6V1LRS55,R,C0,C3,C1,C0,5,0,0,0
Fc2C3Fc3C1Fv6V1LRS56,P,C0,C0,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv6V1LRS57,P,C1,C3,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS58,R,C0,C0,C2,C0,7,0,0,0
Fc2C3Fc3C1Fv6V1LRS59,P,C0,C0,C3,C1,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS61,P,C1,C2,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V1LRS62,P,C0,C0,C3,C0,6,0,0,0
Fc2C3Fc3C1Fv6V1LRS63,Q,C0,C2,C2,C1,0,8,1,0
Fc2C3Fc3C1Fv6V2LPS15,R,C1,C2,C2,C1,7,0,1,0
Fc2C3Fc3C1Fv6V2LPS16,P,C2,C0,C0,C3,0,0,1,4
Fc2C3Fc3C1Fv6V2LPS18,Q,C3,C0,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS20,R,C0,C1,C1,C0,5,0,1,0
Fc2C3Fc3C1Fv6V2LPS21,P,C1,C0,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS22,P,C1,C0,C1,C0,0,0,1,4
Fc2C3Fc3C1Fv6V2LPS23,Q,C0,C0,C1,C0,4,0,1,0
Fc2C3Fc3C1Fv6V2LPS24,Q,C1,C0,C0,C0,0,9,3,2
Fc2C3Fc3C1Fv6V2LPS26,Q,C3,C0,C9,C0,0,8,1,0
Fc2C3Fc3C1Fv6V2LPS27,S,C0,C0,C2,C0,0,7,1,3
Fc2C3Fc3C1Fv6V2LPS28,P,C3,C0,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS29,P,C0,C4,C3,C0,0,2,2,5
Fc2C3Fc3C1Fv6V2LPS30,R,C0,C2,C1,C0,0,0,2,5
Fc2C3Fc3C1Fv6V2LPS31,P,C3,C0,C1,C2,0,4,2,0
Fc2C3Fc3C1Fv6V2LPS32,T,C0,C2,C3,C0,0,0,2,4
Fc2C3Fc3C1Fv6V2LPS33,P,C0,C1,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS34,Q,C1,C0,C0,C3,0,0,1,3
Fc2C3Fc3C1Fv6V2LPS35,T,C0,C0,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS36,Q,C2,C0,C1,C1,0,0,2,8
Fc2C3Fc3C1Fv6V2LPS37,P,C0,C1,C3,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS39,P,C0,C0,C0,C1,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS40,P,C2,C0,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS41,P,C0,C0,C0,C1,9,0,2,0
Fc2C3Fc3C1Fv6V2LPS42,P,C1,C1,C0,C1,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS43,P,C3,C3,C3,C0,0,0,1,8
Fc2C3Fc3C1Fv6V2LPS44,S,C0,C3,C3,C2,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS45,R,C0,C0,C1,C0,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS46,Q,C3,C0,C1,C1,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS48,R,C1,C2,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS49,P,C0,C0,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS50,P,C0,C0,C2,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS52,R,C0,C0,C0,C0,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS53,R,C2,C2,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS54,Q,C2,C3,C2,C6,0,6,2,0
Fc2C3Fc3C1Fv6V2LPS55,T,C0,C9,C3,C0,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS56,Q,C3,C3,C0,C3,0,0,1,0
Fc2C3Fc3C1Fv6V2LPS57,R,C2,C0,C0,C0,0,5,2,0
Fc2C3Fc3C1Fv6V2LPS58,S,C0,C0,C0,C1,0,0,2,0
Fc2C3Fc3C1Fv6V2LPS59,T,C0,C1,C1,C3,0,0,2,4
Fc2C3Fc3C1Fv6V2LPS60,R,C0,C2,C0,C0,5,0,2,0
Fc2C3Fc3C1Fv6V2LPS62,R,C0,C0,C1,C0,0,9,2,0
Fc2C3Fc3C1Fv6V2LPS63,Q,C1,C0,C3,C0,0,0,1,0
Fc2C3Fc3C1Fv6V3LQS15,R,C2,C2,C0,C1,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS16,S,C9,C0,C0,C1,0,0,2,5
Fc2C3Fc3C1Fv6V3LQS17,S,C1,C3,C3,C2,8,0,2,0
Fc2C3Fc3C1Fv6V3LQS18,S,C8,C1,C0,C3,3,0,2,0
Fc2C3Fc3C1Fv6V3LQS19,Q,C1,C3,C0,C0,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS20,P,C3,C0,C1,C1,8,0,3,0
Fc2C3Fc3C1Fv6V3LQS21,R,C0,C1,C2,C3,0,4,3,0
Fc2C3Fc3C1Fv6V3LQS22,R,C0,C3,C0,C0,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS23,T,C1,C0,C3,C2,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS25,T,C0,C2,C2,C3,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS26,V,C0,C0,C1,C1,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS28,P,C0,C9,C1,C0,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS29,R,C0,C8,C2,C0,7,0,3,0
Fc2C3Fc3C1Fv6V3LQS30,S,C0,C0,C7,C0,4,0,3,0
Fc2C3Fc3C1Fv6V3LQS31,Q,C1,C0,C2,C3,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS35,P,C2,C3,C2,C0,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS36,Q,C8,C2,C3,C2,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS38,S,C0,C0,C0,C3,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS39,R,C0,C3,C0,C3,0,0,3,5
Fc2C3Fc3C1Fv6V3LQS40,R,C2,C1,C1,C3,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS41,R,C0,C0,C5,C3,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS42,R,C0,C0,C2,C0,6,0,2,0
Fc2C3Fc3C1Fv6V3LQS43,Q,C0,C1,C0,C0,0,4,2,0
Fc2C3Fc3C1Fv6V3LQS45,S,C0,C0,C0,C1,0,0,2,6
Fc2C3Fc3C1Fv6V3LQS46,P,C3,C0,C1,C0,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS47,V,C0,C3,C3,C0,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS48,Q,C1,C1,C0,C1,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS49,R,C0,C1,C3,C1,9,0,3,0
Fc2C3Fc3C1Fv6V3LQS50,S,C0,C3,C1,C1,0,9,3,0
Fc2C3Fc3C1Fv6V3LQS51,S,C0,C3,C3,C3,0,0,3,4
Fc2C3Fc3C1Fv6V3LQS52,Q,C2,C7,C1,C0,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS53,S,C0,C0,C0,C3,0,0,3,3
Fc2C3Fc3C1Fv6V3LQS54,Q,C0,C1,C8,C0,0,0,2,8
Fc2C3Fc3C1Fv6V3LQS55,S,C0,C1,C0,C1,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS56,V,C2,C2,C0,C3,6,0,3,0
Fc2C3Fc3C1Fv6V3LQS58,Q,C0,C1,C0,C3,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS59,S,C0,C0,C0,C2,0,0,2,0
Fc2C3Fc3C1Fv6V3LQS60,V,C3,C8,C0,C0,0,0,3,3
Fc2C3Fc3C1Fv6V3LQS61,R,C0,C2,C0,C2,0,0,3,0
Fc2C3Fc3C1Fv6V3LQS63,P,C0,C2,C2,C3,8,0,3,0
Fc2C3Fc3C1Fv7V1LPS15,S,C0,C0,C4,C6,4,0,0,0
Fc2C3Fc3C1Fv7V1LPS16,R,C2,C2,C0,C2,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS17,Q,C1,C0,C0,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS18,T,C2,C0,C0,C3,0,5,0,1
Fc2C3Fc3C1Fv7V1LPS19,S,C0,C2,C0,C3,5,0,0,0
Fc2C3Fc3C1Fv7V1LPS20,T,C6,C7,C1,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS21,T,C1,C7,C0,C5,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS22,Q,C0,C2,C1,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS23,S,C2,C0,C0,C3,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS24,T,C9,C0,C1,C3,0,6,0,0
Fc2C3Fc3C1Fv7V1LPS25,Q,C0,C0,C0,C3,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS27,P,C0,C0,C2,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS28,S,C0,C0,C0,C1,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS29,T,C0,C3,C1,C0,5,0,0,1
Fc2C3Fc3C1Fv7V1LPS30,P,C0,C0,C3,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS31,S,C0,C0,C3,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS32,Q,C0,C1,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS34,S,C3,C1,C1,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS35,S,C3,C0,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS36,T,C0,C0,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS37,P,C0,C0,C3,C1,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS38,V,C3,C2,C0,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS39,P,C0,C0,C3,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS40,T,C1,C2,C1,C0,5,0,0,1
Fc2C3Fc3C1Fv7V1LPS41,R,C1,C3,C1,C0,0,0,3,0
Fc2C3Fc3C1Fv7V1LPS42,S,C2,C0,C3,C0,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS43,Q,C3,C1,C0,C0,0,4,0,0
Fc2C3Fc3C1Fv7V1LPS44,T,C3,C0,C0,C2,5,0,0,1
Fc2C3Fc3C1Fv7V1LPS45,P,C2,C9,C0,C1,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS46,Q,C3,C3,C1,C0,7,0,0,1
Fc2C3Fc3C1Fv7V1LPS47,P,C0,C0,C2,C1,8,0,0,1
Fc2C3Fc3C1Fv7V1LPS49,S,C0,C3,C2,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS50,S,C0,C7,C3,C2,0,0,0,0
Fc2C3Fc3C1Fv7V1LPS51,P,C0,C0,C2,C1,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS52,Q,C2,C2,C0,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS53,P,C0,C0,C0,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS54,P,C2,C3,C3,C1,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS56,S,C0,C0,C3,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS57,P,C0,C0,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS58,Q,C0,C0,C1,C0,8,0,0,0
Fc2C3Fc3C1Fv7V1LPS59,V,C3,C3,C1,C1,0,0,7,0
Fc2C3Fc3C1Fv7V1LPS60,S,C0,C0,C3,C2,0,0,0,1
Fc2C3Fc3C1Fv7V1LPS61,T,C1,C0,C3,C0,0,4,0,1
Fc2C3Fc3C1Fv7V1LPS62,Q,C3,C0,C5,C2,4,0,0,1
Fc2C3Fc3C1Fv7V1LPS63,S,C0,C0,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS15,R,C0,C1,C3,C8,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS16,P,C0,C2,C0,C0,0,0,3,1
Fc2C3Fc3C1Fv7V2LVS17,R,C0,C2,C0,C0,0,0,5,1
Fc2C3Fc3C1Fv7V2LVS18,Q,C0,C1,C0,C1,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS19,P,C3,C0,C3,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS20,P,C0,C0,C0,C1,9,0,0,1
Fc2C3Fc3C1Fv7V2LVS21,P,C0,C3,C0,C2,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS22,T,C2,C0,C2,C0,0,6,0,2
Fc2C3Fc3C1Fv7V2LVS23,P,C0,C0,C0,C3,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS24,P,C0,C3,C0,C2,0,4,0,1
Fc2C3Fc3C1Fv7V2LVS25,P,C0,C3,C3,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS26,Q,C0,C0,C0,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS27,P,C7,C0,C0,C2,0,4,0,1
Fc2C3Fc3C1Fv7V2LVS28,Q,C5,C0,C0,C1,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS29,Q,C1,C2,C1,C1,0,0,7,2
Fc2C3Fc3C1Fv7V2LVS30,T,C0,C0,C5,C0,0,0,6,2
Fc2C3Fc3C1Fv7V2LVS31,T,C0,C0,C2,C0,6,0,0,1
Fc2C3Fc3C1Fv7V2LVS32,P,C3,C3,C0,C1,0,7,0,2
Fc2C3Fc3C1Fv7V2LVS34,V,C2,C3,C0,C1,6,0,0,2
Fc2C3Fc3C1Fv7V2LVS35,T,C0,C0,C0,C1,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS36,Q,C0,C1,C0,C1,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS37,P,C0,C0,C2,C2,0,6,0,1
Fc2C3Fc3C1Fv7V2LVS38,P,C0,C1,C0,C0,0,5,0,2
Fc2C3Fc3C1Fv7V2LVS39,Q,C0,C0,C2,C2,4,0,0,2
Fc2C3Fc3C1Fv7V2LVS41,T,C0,C0,C2,C0,8,0,0,1
Fc2C3Fc3C1Fv7V2LVS42,V,C0,C0,C0,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS43,P,C0,C3,C0,C3,5,0,0,1
Fc2C3Fc3C1Fv7V2LVS44,V,C0,C0,C3,C0,0,9,0,1
Fc2C3Fc3C1Fv7V2LVS45,Q,C1,C0,C6,C0,0,5,0,2
Fc2C3Fc3C1Fv7V2LVS46,Q,C0,C1,C2,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS47,P,C0,C1,C0,C2,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS48,Q,C0,C0,C2,C3,0,0,5,1
Fc2C3Fc3C1Fv7V2LVS49,Q,C0,C0,C2,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS50,P,C0,C2,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS51,P,C3,C0,C2,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS52,P,C0,C2,C0,C0,0,7,0,1
Fc2C3Fc3C1Fv7V2LVS53,P,C2,C3,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS54,R,C0,C0,C1,C0,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS56,P,C2,C0,C0,C2,0,4,0,2
Fc2C3Fc3C1Fv7V2LVS57,S,C3,C0,C3,C1,0,0,5,2
Fc2C3Fc3C1Fv7V2LVS58,V,C2,C0,C0,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS59,P,C0,C0,C2,C7,0,3,0,2
Fc2C3Fc3C1Fv7V2LVS60,P,C0,C7,C3,C3,0,0,0,2
Fc2C3Fc3C1Fv7V2LVS61,S,C0,C0,C3,C0,0,0,0,1
Fc2C3Fc3C1Fv7V2LVS62,P,C2,C1,C0,C0,9,0,0,1
Fc2C3Fc3C1Fv7V2LVS63,Q,C0,C0,C3,C2,0,3,0,1
Fc2C3Fc3C1Fv7V3LPS15,Q,C0,C1,C1,C1,6,0,0,3
Fc2C3Fc3C1Fv7V3LPS17,P,C1,C1,C1,C0,0,0,4,2
Fc2C3Fc3C1Fv7V3LPS18,R,C1,C2,C0,C0,0,5,0,2
Fc2C3Fc3C1Fv7V3LPS19,P,C3,C1,C0,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS20,V,C0,C3,C2,C0,0,9,0,3
Fc2C3Fc3C1Fv7V3LPS21,Q,C0,C8,C0,C0,0,0,3,2
Fc2C3Fc3C1Fv7V3LPS22,V,C3,C0,C0,C1,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS23,Q,C0,C0,C1,C0,7,0,0,3
Fc2C3Fc3C1Fv7V3LPS24,V,C0,C0,C0,C1,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS25,T,C0,C3,C0,C2,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS26,Q,C3,C0,C0,C0,0,0,8,2
Fc2C3Fc3C1Fv7V3LPS28,Q,C0,C5,C2,C0,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS29,Q,C3,C2,C4,C0,0,6,5,2
Fc2C3Fc3C1Fv7V3LPS30,P,C3,C0,C1,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS31,P,C0,C2,C3,C0,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS32,P,C3,C6,C3,C0,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS33,V,C0,C9,C3,C0,0,8,0,3
Fc2C3Fc3C1Fv7V3LPS35,S,C2,C3,C2,C0,0,5,0,2
Fc2C3Fc3C1Fv7V3LPS36,S,C0,C0,C0,C0,4,0,0,2
Fc2C3Fc3C1Fv7V3LPS37,Q,C0,C1,C0,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS38,Q,C4,C1,C1,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS39,P,C3,C1,C0,C0,0,0,5,3
Fc2C3Fc3C1Fv7V3LPS40,Q,C1,C0,C0,C0,4,0,0,3
Fc2C3Fc3C1Fv7V3LPS41,P,C6,C3,C0,C1,0,5,0,2
Fc2C3Fc3C1Fv7V3LPS42,V,C3,C0,C3,C0,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS43,Q,C0,C0,C0,C1,8,0,0,3
Fc2C3Fc3C1Fv7V3LPS44,P,C0,C3,C1,C1,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS45,P,C9,C1,C0,C2,0,3,10,2
Fc2C3Fc3C1Fv7V3LPS46,V,C3,C0,C2,C1,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS47,T,C2,C0,C3,C0,6,0,0,3
Fc2C3Fc3C1Fv7V3LPS48,R,C0,C2,C0,C1,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS49,P,C1,C0,C0,C2,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS50,Q,C2,C0,C0,C2,4,0,0,3
Fc2C3Fc3C1Fv7V3LPS51,P,C1,C2,C2,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS52,P,C0,C3,C0,C0,9,6,0,2
Fc2C3Fc3C1Fv7V3LPS53,S,C0,C0,C0,C0,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS54,R,C0,C0,C0,C3,0,0,3,2
Fc2C3Fc3C1Fv7V3LPS55,Q,C0,C0,C3,C3,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS56,Q,C0,C0,C0,C4,0,5,0,3
Fc2C3Fc3C1Fv7V3LPS57,Q,C1,C0,C1,C1,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS58,Q,C2,C0,C2,C0,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS59,R,C2,C0,C0,C2,3,0,0,3
Fc2C3Fc3C1Fv7V3LPS60,R,C1,C0,C0,C2,0,7,0,2
Fc2C3Fc3C1Fv7V3LPS61,Q,C2,C4,C0,C6,0,0,0,2
Fc2C3Fc3C1Fv7V3LPS62,P,C0,C2,C0,C2,0,0,0,3
Fc2C3Fc3C1Fv7V3LPS63,P,C0,C0,C0,C3,0,0,0,2
Fc2C3Fc3C2LQS15,P,C0,C5,C0,C0,0,0,0,0
Fc2C3Fc3C2LQS16,P,C1,C0,C1,C1,0,0,4,0
Fc2C3Fc3C2LQS17,Q,C2,C3,C0,C2,0,0,0,7
Fc2C3Fc3C2LQS18,S,C1,C0,C0,C0,0,6,0,0
Fc2C3Fc3C2LQS20,P,C3,C2,C0,C2,0,5,0,0
Fc2C3Fc3C2LQS21,Q,C3,C2,C1,C3,0,0,0,0
Fc2C3Fc3C2LQS22,Q,C2,C2,C0,C0,0,0,0,0
Fc2C3Fc3C2LQS23,V,C0,C3,C1,C1,0,0,0,3
Fc2C3Fc3C2LQS24,Q,C0,C0,C0,C2,3,0,0,8
Fc2C3Fc3C2LQS25,R,C1,C0,C1,C1,0,4,0,0
Fc2C3Fc3C2LQS26,R,C0,C2,C2,C2,0,0,0,6
Fc2C3Fc3C2LQS29,V,C3,C3,C3,C3,0,0,0,0
Fc2C3Fc3C2LQS30,P,C2,C1,C1,C3,0,0,0,8
Fc2C3Fc3C2LQS31,P,C1,C2,C0,C1,0,0,0,8
Fc2C3Fc3C2LQS32,Q,C1,C1,C0,C2,0,0,0,0
Fc2C3Fc3C2LQS33,Q,C0,C3,C1,C1,0,0,0,0
Fc2C3Fc3C2LQS34,S,C1,C3,C3,C0,0,5,0,0
Fc2C3Fc3C2LQS35,P,C2,C3,C2,C9,0,0,0,0
Fc2C3Fc3C2LQS36,R,C3,C2,C0,C2,0,4,0,0
Fc2C3Fc3C2LQS37,P,C1,C3,C0,C0,0,0,5,0
Fc2C3Fc3C2LQS38,Q,C0,C1,C3,C2,0,0,0,0
Fc2C3Fc3C2LQS41,Q,C3,C1,C0,C1,0,9,0,0
Fc2C3Fc3C2LQS42,S,C3,C2,C3,C3,0,0,0,0
Fc2C3Fc3C2LQS43,P,C2,C1,C0,C0,0,0,0,0
Fc2C3Fc3C2LQS44,P,C2,C1,C3,C2,0,6,0,0
Fc2C3Fc3C2LQS47,Q,C3,C0,C3,C1,0,0,0,0
