,PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
19676,19676,-0.011283,0.301493,0.161529,-0.138502,0.274796,-0.487386,0.248677,0.475188,-0.120037,-0.359078,A
19677,19677,-0.102698,-0.097796,0.298239,1.334017,0.242265,1.059557,0.033573,0.615744,0.835261,0.796492,A
19678,19678,0.106699,0.328805,0.053832,0.357501,-0.039942,0.686682,0.411512,0.102987,0.23423,0.287081,A
19679,19679,1.394501,0.115177,0.333933,-0.932628,0.169323,-1.22032,0.83941,0.108151,1.085291,-0.923592,I
19680,19680,0.107441,0.574782,0.269129,-1.325088,0.191275,-1.149221,-0.670615,-2.142543,-1.121656,-1.240492,H
19681,19681,-0.070532,-0.528467,-0.415029,-0.072691,0.254955,0.199484,0.529196,0.78623,0.237078,-0.133868,A
19682,19682,-0.050662,0.249897,0.092519,0.912358,0.253784,0.086882,0.138623,0.819947,0.216322,0.194252,F
19683,19683,-0.074384,-0.217531,0.18159,0.696041,0.237152,0.160153,0.073469,0.431496,-0.287708,-0.249106,A
19684,19684,-3.498799,0.085125,-0.419251,-0.300819,-4.922215,0.664233,-0.71913,0.354785,-0.368292,1.004568,A
19687,19687,0.189655,0.37401,0.159823,0.681609,0.252867,-0.515296,0.005176,0.893272,0.09087,-0.352667,F
19688,19688,0.103534,3.056123,0.246606,0.149127,-1.200032,-0.098296,0.44772,-0.029069,-0.052405,0.126404,A
19689,19689,0.114909,-0.139244,0.135009,0.839203,0.227483,-0.011731,0.436622,0.795061,0.16704,-0.188908,F
19690,19690,0.026054,-0.135031,0.316594,-0.741118,0.220056,0.96838,-0.030503,-0.477153,-0.59876,0.935289,A
19691,19691,-0.059344,-0.295476,0.147619,-0.072357,0.245541,-0.711162,0.350049,0.602165,0.69951,-0.942469,C
19692,19692,-0.14535,0.188806,0.065413,-0.06317,0.238063,0.110083,0.218409,-0.429381,5.1e-05,-0.077804,F
19694,19694,0.031307,0.204092,0.360067,-0.504747,0.236388,-1.004558,0.508244,-0.10185,0.554992,-1.131426,G
19695,19695,0.120173,0.474094,0.742902,-1.051818,0.201235,-0.784743,0.380451,1.279571,0.397327,-0.474337,D
19697,19697,-0.013571,-0.272729,0.196099,1.392061,0.204861,0.067875,-0.061809,1.230366,0.778205,0.318713,X
19698,19698,0.125204,-0.315736,0.222531,0.299521,0.252857,-0.407189,0.354764,-0.355364,-0.182145,-0.204163,A
19699,19699,0.062109,-0.038189,0.339384,0.588162,0.272954,0.134299,0.45279,-0.028722,-0.06737,0.195337,E
19700,19700,-0.187556,-0.39321,0.054,-0.140133,0.219009,0.96367,-0.023641,-0.945599,-0.559078,0.780978,A
19701,19701,-0.105737,0.23398,0.356917,1.003707,0.223834,-0.031725,0.424139,0.407971,0.195367,-0.121732,E
19702,19702,-0.000243,-0.452031,0.308407,0.520959,0.235538,0.043019,0.359811,0.064163,-0.066624,-0.090576,A
19703,19703,0.171927,-0.146774,0.298066,-0.7825,0.244713,0.053896,0.533356,-0.972137,-0.149935,-0.231777,F
19704,19704,0.124977,-0.266722,0.196108,-1.068407,0.170568,-0.745848,-0.323818,-0.404161,-0.239676,-1.03341,A
19705,19705,0.020433,-0.029332,0.153883,0.002481,0.258906,-0.051405,0.47247,0.119941,-0.167818,-0.390086,A
19706,19706,0.143967,2.156504,0.114631,-0.182548,-1.164266,0.522995,0.264055,0.295007,0.317531,0.845681,D
19707,19707,0.146747,-0.126505,0.078522,0.103062,0.276262,0.114735,0.139308,0.145697,0.021093,-0.114658,A
19708,19708,-0.038777,0.053511,0.142747,-0.275732,0.214282,-0.893824,0.839664,-1.009865,-0.737549,-1.093492,H
19709,19709,0.383155,-0.236793,0.048783,0.430479,0.17614,0.611826,0.374301,0.260649,-0.305179,0.74635,A
19710,19710,-0.109288,-0.083553,-1.307217,-0.225881,0.262673,-1.103213,0.574558,0.916107,0.437603,-0.662163,E
19711,19711,0.088164,-0.026781,0.312892,-0.182241,0.277836,0.266349,0.403978,-0.390894,-0.126186,0.262689,A
19712,19712,0.32223,-0.286578,0.220843,0.519312,0.184907,0.046519,0.134639,0.086779,-0.003199,-0.202347,A
19713,19713,0.033425,0.042527,0.269211,0.263208,0.26199,-0.574888,0.630759,0.548834,0.427441,-0.671534,E
19714,19714,-0.057129,0.269012,0.101149,1.121081,0.242029,1.425673,0.026477,0.447688,0.082863,0.952775,A
19715,19715,0.983904,-0.379751,0.085898,-0.054723,0.941751,-0.888962,-1.210119,0.832778,1.363964,0.009946,I
19716,19716,-0.232848,0.108724,0.364957,1.648122,0.208602,0.770146,0.073704,0.81958,1.769867,0.834698,X
19717,19717,-0.233995,-0.796971,0.352563,0.785786,0.188267,0.232909,0.386464,0.461875,0.320615,0.467776,D
19718,19718,-0.168419,0.300309,0.233447,0.363167,0.254684,2.400837,0.486815,-1.205968,-0.486337,1.903985,F
19719,19719,-0.202386,0.170599,-1.78006,-0.761968,0.123422,-0.317895,-0.046533,-0.233424,-0.3527,-0.682047,A
19720,19720,-0.005589,0.193131,0.275306,0.24155,0.244723,1.207417,0.131272,-0.50962,-0.29795,1.386192,E
19721,19721,-0.172291,-0.18487,-0.430998,0.516514,0.289927,1.793432,0.085338,-0.738173,-0.904303,0.93741,W
19722,19722,0.158818,-0.104798,0.097877,-0.755048,0.26061,-0.171501,0.66119,-0.814874,-0.429416,0.291873,F
19723,19723,0.216574,-0.095076,-0.184433,-0.960226,0.199865,1.388748,0.69098,-1.397014,-0.87752,1.379743,F
19724,19724,-0.144688,-0.012279,0.33361,-0.120184,0.150289,0.330008,0.601402,-1.032437,-0.351423,1.234165,A
19725,19725,-0.270077,-0.028245,0.205144,0.619849,0.178547,-0.407142,0.325921,1.273219,1.329864,-1.02692,X
19727,19727,0.046092,-0.036087,0.116908,0.23278,0.267914,-0.142027,0.398064,0.340794,-0.133407,0.1612,A
19728,19728,0.069873,0.212434,0.350758,0.357879,0.278393,-0.008999,0.322648,0.060895,0.129597,0.200771,F
19729,19729,-0.084535,-0.006774,0.318813,0.5152,0.255536,-0.370759,-0.603771,-0.021895,-0.38318,-0.569263,A
19730,19730,-0.148312,0.218657,0.134488,-0.011092,0.275441,-0.875111,0.412121,0.34852,0.24918,-1.012387,E
19731,19731,0.161692,-0.013306,0.337995,0.325265,0.224617,-0.231332,0.341125,0.237314,-0.123916,-0.097335,F
19732,19732,0.043707,0.254637,0.298218,-0.058264,0.260251,1.802631,0.571837,-1.1591,-0.918064,1.14184,F
19733,19733,0.024016,-0.172793,0.334751,-1.076361,0.204565,-0.491087,0.449938,-0.90465,0.056829,-0.678698,X
19734,19734,-0.057458,-0.113685,0.180082,-0.016979,0.213215,-0.664927,0.404355,0.265315,0.019708,-0.355251,A
19735,19735,-0.17057,0.083821,0.231485,0.192974,0.265607,1.468779,0.318222,-0.457112,-0.421511,1.224147,A
19736,19736,0.750422,-0.414585,0.131072,0.594939,1.003669,-0.59808,-0.970859,0.496175,1.693526,-0.112909,I
19737,19737,-0.085215,-0.052808,-0.007067,-0.267318,0.273003,0.618285,0.243202,0.217711,-0.26069,0.394609,F
19738,19738,-0.021102,0.202889,0.212538,-0.089035,0.185459,-0.857058,0.357721,0.326998,0.928414,-1.104702,E
19739,19739,0.057855,-0.10678,0.229489,-0.224594,0.253398,-0.850297,0.299144,0.45311,0.23875,-1.036618,G
19740,19740,-0.00353,0.116407,-0.012544,-0.085328,0.268758,0.697475,0.330366,-0.485679,-0.040095,0.2903,A
19741,19741,0.074655,-0.143068,0.305115,-0.010338,0.256884,1.105512,0.584835,-0.719391,-0.488127,0.922076,A
19742,19742,-0.039699,0.228833,0.201784,0.05394,0.215546,-0.732288,0.058774,0.863472,0.429677,-0.219541,A
19743,19743,0.064504,-0.904238,0.139367,-0.47278,0.082604,-0.955046,0.126347,-0.117241,0.067437,-0.828116,A
19744,19744,-0.303649,-0.580134,0.374938,1.24092,0.787578,-0.13995,-0.998487,0.139653,1.134784,1.399554,Y
19745,19745,0.095407,0.28379,0.081487,0.030536,0.266933,0.524841,0.285923,-0.121858,-0.371921,0.344888,A
19746,19746,0.036197,-0.364853,0.183474,-0.622108,0.264254,-0.220397,0.457221,-0.20813,0.245156,-0.098238,A
19747,19747,0.07224,-0.078133,0.405556,1.500862,0.386161,2.805715,0.280809,-0.314024,-0.65597,1.898952,E
19748,19748,-0.050538,-0.164963,0.244228,-0.004642,0.216755,-0.532498,0.38503,-0.286854,-0.053759,-0.965147,D
19749,19749,0.158736,-0.039476,0.061591,1.142544,0.280556,0.190271,0.200707,1.493192,0.371889,-0.293667,A
19750,19750,0.353661,0.110525,0.616349,-2.436936,0.403862,-0.333691,0.044774,-2.815233,-1.459988,-0.44231,A
19751,19751,-0.17148,-0.320668,0.215861,1.360258,0.194132,1.420609,0.02398,-0.847452,-0.122684,1.361746,X
19752,19752,0.70273,0.378651,0.1615,-0.930562,0.788444,-1.251268,-1.311538,0.589583,1.96627,-0.538629,I
19753,19753,0.248833,0.164796,0.302358,-0.72547,0.273578,-1.238163,0.305304,-0.366642,0.2121,-0.850367,F
19754,19754,-0.070537,-0.08582,0.098534,1.001337,0.208883,-0.309354,-0.02944,1.128038,0.825437,-0.294476,A
19756,19756,-1.225247,-0.233817,0.393591,-0.950485,-0.156827,0.289583,-0.010103,-2.138944,-1.398224,-0.062427,F
19757,19757,-0.180385,0.031972,0.146533,1.039817,0.215027,0.37471,0.508111,0.626113,0.263086,0.568628,X
19758,19758,0.203156,-0.078532,0.244439,0.922282,0.273768,-0.116328,0.466975,1.021521,-0.046446,-0.15151,A
19759,19759,-0.469629,-0.107378,-0.383715,0.620756,0.246533,1.296169,-0.090548,0.121918,0.60992,1.154848,E
19760,19760,0.009382,0.120351,0.381102,0.361729,0.257725,-0.624308,0.23138,1.258505,0.820728,-0.4519,H
19761,19761,0.091011,0.099331,0.243881,0.615528,0.246075,0.363046,0.183847,0.833088,0.388736,0.045736,A
19762,19762,-0.261186,0.041938,0.317072,1.187015,0.270186,0.892539,0.187146,0.870647,0.769092,0.496119,E
19763,19763,0.042005,-0.293469,-0.050505,-0.686236,-0.714418,-0.627969,0.599266,-0.244193,0.296871,-0.114527,A
19764,19764,-0.039801,-0.333913,0.212795,-0.442636,0.270389,-1.224486,0.524851,-0.486111,0.540739,-1.476181,D
19765,19765,-0.205975,-0.055465,0.183048,0.375466,0.135277,2.14711,0.112087,-1.282905,-0.631079,2.104739,A
19766,19766,-3.525096,-0.205399,-0.332374,-0.393958,-4.790945,1.375634,-0.775414,0.368946,0.047567,0.698231,A
19767,19767,0.005901,0.156952,-0.029631,1.583655,-0.335902,-0.061454,0.532949,1.282958,0.762027,-0.172616,F
19768,19768,0.254063,0.195158,0.310352,0.737693,-1.292592,0.328251,0.220073,0.965441,0.377802,0.002062,A
19769,19769,-0.111572,-0.001999,0.055294,0.614094,0.27142,0.076997,0.545672,0.583989,0.136356,-0.002599,F
19770,19770,-0.425929,-0.240223,0.177031,0.431893,0.169312,-0.406049,0.01364,0.481145,-0.19214,-0.522963,E
19771,19771,-0.079463,-0.390412,0.134865,0.225857,0.260416,0.609776,0.121036,-0.525219,-0.251689,0.32512,A
19772,19772,0.07048,-0.328437,0.293527,0.351485,0.212536,-0.127716,0.44295,-0.137582,-0.505618,-0.322724,A
19774,19774,0.233833,-0.318298,0.307882,-1.205301,0.255225,-0.320699,0.312642,-0.284619,-0.242524,-0.438893,E
19775,19775,-0.031863,-0.21517,0.35846,-0.023909,0.261025,0.697412,0.278601,0.000539,0.14012,0.723933,H
19776,19776,0.187083,0.309721,0.335686,0.715978,0.259931,0.271911,0.068567,0.011843,-0.238433,0.469006,A
19777,19777,-0.030855,0.281313,0.204002,1.074362,0.257097,1.222593,0.313115,0.312183,-0.049728,1.154752,F
19778,19778,0.564961,-0.052396,0.194177,-0.47789,0.969535,-0.884147,-1.372263,-0.19318,0.980153,0.219749,I
19779,19779,-0.070289,-0.39799,0.158254,0.46363,0.254856,0.20824,0.329735,0.128631,0.15115,0.150299,F
19780,19780,0.227574,-0.083573,-0.147625,-0.383308,-1.198647,-0.097371,0.098255,-0.666881,-0.34818,-0.396555,F
19782,19782,0.145996,-0.083455,0.249914,-0.134277,0.275241,-0.311704,0.218656,-0.812365,-0.131033,-0.312636,A
19784,19784,-0.133569,-0.447205,0.275378,0.422286,0.128957,-0.026,-0.019076,0.277344,0.430875,-0.169198,A
19785,19785,-0.095783,-0.072476,0.315273,0.669281,0.222368,-0.281628,0.546705,0.561937,0.265519,0.067024,A
19786,19786,-0.259951,0.118555,0.434324,1.265338,-0.346171,0.259103,0.097653,1.039354,0.929938,0.011826,E
19787,19787,-0.011513,-0.312039,0.23571,-0.480661,0.264117,-0.365976,0.087409,0.163209,0.103715,-0.3979,F
19788,19788,-0.041048,0.316603,0.397649,-0.257872,0.242381,0.943225,0.2568,-0.998547,-0.526334,0.994375,A
19789,19789,-0.011817,-0.561929,0.336782,0.062379,0.215069,1.261598,0.080441,-0.764083,-0.149848,0.790089,E
19790,19790,-0.106295,0.163953,0.37571,2.106467,0.088106,1.500399,-0.165054,0.327105,1.564472,1.524671,X
19791,19791,0.110808,0.185981,0.31415,-0.4182,0.245967,-0.263327,0.434685,-0.247299,-0.161071,-0.235277,F
19792,19792,0.055735,0.129718,0.115905,-0.209124,0.248703,-0.327901,0.309227,0.154671,0.322898,-0.416627,H
19793,19793,0.025325,0.05891,0.134948,0.447544,-1.124285,-0.131563,0.157167,0.789517,0.387025,-0.144745,A
19796,19796,0.594503,-0.210207,0.103282,-0.781227,0.999628,-0.927971,-0.791672,-1.031814,0.930806,0.281848,I
19798,19798,-0.020773,-0.153999,0.080309,1.086454,0.190782,-0.128475,0.047178,1.062373,0.526347,0.045529,D
19799,19799,0.150558,-0.056535,0.37657,-1.18945,0.26001,-0.33965,0.514485,-0.051058,-0.531009,-0.606263,A
19800,19800,-0.07333,-0.229006,0.153663,0.166457,0.232234,0.285595,0.170817,-0.158588,-0.011082,0.157702,F
19802,19802,0.120368,-0.280688,0.264644,-1.86864,0.172576,-0.34521,0.510016,-2.169251,-0.925996,-0.577883,A
19805,19805,-0.232182,-0.58441,-0.020791,1.636359,0.1603,1.786196,0.103532,0.164084,1.351774,0.866578,X
19806,19806,0.297787,-0.074113,-3.418775,-1.772916,0.361299,-0.635784,0.360778,0.194672,-0.08713,-0.192077,F
19807,19807,-0.182348,-0.967013,0.055628,-0.106363,0.266463,1.889595,0.291989,-1.70051,-0.98358,2.284038,D
19808,19808,-0.069024,0.33756,0.04719,0.043277,0.257969,1.102848,0.570882,-1.004425,-0.175493,1.279702,A
19809,19809,-3.498799,-1.081813,-0.994316,-0.184849,-4.893784,0.032632,0.152373,-0.076597,-0.787559,-0.727658,F
19810,19810,-0.125167,0.248988,0.371105,0.816365,0.228945,-0.024636,0.242499,0.657028,0.432762,0.149127,A
19811,19811,0.138843,-0.075688,0.18389,0.659205,0.243721,0.175027,0.261982,0.110431,0.298636,0.131337,A
19812,19812,0.227668,0.160047,0.412172,-0.901066,0.091521,-0.874942,-1.732693,0.101559,0.226962,-1.323273,A
19813,19813,0.626747,-0.19595,0.805429,-1.740956,0.708132,-0.716304,-0.537701,-2.352174,-2.408363,-1.047011,E
19814,19814,0.002802,-0.173376,0.186345,0.481646,0.19918,1.638019,0.202283,-0.952547,-0.587241,1.170154,F
19815,19815,0.063145,0.802817,0.141157,0.784973,-1.311031,0.406876,0.430914,0.622176,0.032363,0.0936,A
19816,19816,-0.026835,0.430171,0.13617,0.013204,0.251572,-0.049181,0.104129,-0.097383,-0.282448,-0.194155,A
19817,19817,-0.318971,-0.083379,-0.401695,-1.080641,0.229872,-0.795625,-0.103444,-1.07311,-1.286995,-0.66633,X
19818,19818,-0.002905,0.182258,0.325445,0.460995,-0.017646,0.506207,0.45143,-0.128435,0.010707,0.212113,A
19819,19819,0.321726,0.530936,0.291312,-0.406891,0.256429,-0.138501,0.286365,0.412405,0.051989,-0.541426,G
19821,19821,-0.032644,-0.160581,0.030315,0.812998,-1.194584,-0.331565,0.538209,0.991568,0.592963,-0.110918,F
19822,19822,0.048648,-0.165911,0.095842,-0.61415,0.249074,-0.26724,0.399231,0.039827,0.011965,-0.387764,F
19823,19823,0.494825,-0.25518,0.159297,0.404165,0.945478,-0.594222,-1.476444,-0.147447,1.349658,0.164659,I
19824,19824,0.148507,0.222402,0.33136,-0.655108,0.245561,-1.278217,0.067914,0.281513,0.201107,-0.860978,G
19825,19825,-0.044819,0.183238,0.307179,0.97053,0.203931,-0.335601,0.640043,0.539628,0.476339,0.169275,E
19826,19826,0.088072,-0.175216,0.125991,0.752297,0.285778,-0.066644,0.526513,0.495558,0.245889,0.078845,A
19828,19828,-0.510702,-0.346734,-1.880885,0.615281,0.283372,-0.03236,0.328857,1.001921,0.547457,-0.372493,W
19829,19829,0.097589,0.051901,-0.057573,-1.239122,0.163788,-0.777698,-0.118363,-0.077099,-0.137812,-1.126824,H
19830,19830,0.051082,0.074727,0.285923,0.977548,0.779425,0.258816,-1.249785,0.247097,0.055197,1.706388,Y
19831,19831,0.035469,-0.189346,0.228903,0.180125,0.226347,-0.028249,0.031091,0.300138,0.46324,-0.348684,A
19832,19832,0.08779,-0.235634,0.320271,-0.08672,0.263253,1.561666,0.276812,-0.651109,-0.614055,1.364102,F
19833,19833,0.071165,-0.132701,0.058414,0.571995,0.232372,0.105272,0.262534,0.918163,0.193171,-0.039966,A
19834,19834,-0.042678,-0.115627,0.215966,1.29577,0.157734,0.821619,0.149459,0.874502,0.957861,0.607285,X
19835,19835,0.691863,-1.033545,-0.326738,0.559159,1.014714,-1.088565,-1.280307,1.044382,1.826647,-0.266803,I
19836,19836,0.031342,-0.284489,0.315128,1.226823,0.274347,0.172408,0.119385,0.921425,0.528624,0.264326,A
19837,19837,0.115347,-0.194587,0.122498,0.754391,0.243323,0.005284,0.307473,0.602802,0.56307,0.12407,A
19839,19839,-0.03106,0.027329,0.405026,1.221419,0.237631,1.296765,0.26714,-0.037064,-0.372978,0.773074,A
19840,19840,0.114729,-0.164008,0.190735,-1.365965,0.230862,-0.875128,0.424431,0.644409,0.334014,-0.336791,F
19842,19842,0.4838,-1.465555,-0.183115,0.419865,0.92963,0.064336,-1.285861,0.370416,1.72601,0.560082,I
19843,19843,-0.017623,-0.169225,0.310854,-1.11953,0.202386,-0.110364,0.241641,-0.999395,0.176011,0.210677,E
19844,19844,0.020809,0.068069,0.499995,-0.244058,-0.783582,-0.488082,-0.693323,0.939534,0.448487,-1.006313,E
19845,19845,0.135521,0.133125,0.283824,1.026384,0.233777,0.749637,0.286324,0.833029,-0.022169,0.652034,A
19846,19846,0.044826,0.129258,0.045003,-0.132807,0.219454,-0.162706,-1.714384,0.128026,-0.109336,-1.714252,A
19847,19847,-0.0111,-0.229841,0.08733,0.597714,0.200988,0.245425,0.125384,0.718061,0.664231,0.061003,E
19848,19848,-0.000819,-0.134932,0.047507,-0.025598,0.264836,-0.004966,0.536575,-0.064049,0.310005,-0.132929,A
19849,19849,0.58029,-1.159581,0.275397,0.797721,0.940626,-0.558913,-1.289891,1.050655,1.544288,0.188006,I
19851,19851,0.546602,-0.456699,0.306746,1.409407,0.874457,-0.820225,-0.642207,1.977008,2.105438,0.011015,I
19853,19853,-0.043933,0.152906,0.369156,0.569855,-1.073031,0.066026,0.668046,0.595938,0.395756,0.080393,E
19854,19854,-0.021138,0.376521,0.275792,1.09059,0.254367,0.208932,0.309949,1.022114,0.006032,0.155713,A
19855,19855,0.148619,0.206963,0.102774,0.940062,0.282881,-0.169944,0.276806,0.983066,0.169301,-0.233579,F
19856,19856,0.161648,-0.25517,0.272105,1.051356,0.257922,-0.094089,0.543499,0.627117,0.337436,0.021885,A
19857,19857,0.067181,-0.140964,0.284896,-0.45829,0.273719,-1.242945,0.254568,0.179522,0.318012,-1.158157,H
19858,19858,0.167351,-0.478455,0.13446,-0.647602,0.251754,-0.871164,0.056264,0.688328,0.376447,-0.750361,F
19859,19859,-0.096727,1.572448,0.486728,0.350589,-1.058116,0.241926,0.121596,0.573414,-0.165,-0.153534,D
19862,19862,0.468451,0.221324,0.230907,-0.607034,0.249966,0.363672,0.60833,-0.386406,-0.005643,0.436694,A
19863,19863,-0.03255,-0.442501,-0.103193,-1.358083,0.264353,-0.426421,0.027298,-0.890246,-0.224274,-0.361009,F
19864,19864,-0.184933,-0.151957,0.381,-0.034763,0.205869,-0.848026,0.367559,0.500165,0.234828,-0.805331,E
19865,19865,-0.071657,0.240118,0.289355,0.576455,0.242738,0.958872,0.359848,-0.397366,-0.588283,0.598592,A
19866,19866,0.265368,0.154502,-0.088256,-0.712262,0.267367,-0.65862,0.196025,0.901017,0.387809,-0.516198,H
19867,19867,0.082704,-0.323386,0.072879,0.288071,0.233716,0.067041,0.210235,0.129061,0.010198,-0.025064,A
19869,19869,-0.048553,0.208682,0.366967,0.190207,0.174016,-0.429361,0.586278,0.597087,0.1458,-0.485459,E
19870,19870,0.045056,-0.328599,0.186026,1.021525,0.266036,1.332617,0.464853,0.052089,-0.180944,0.79576,A
19871,19871,0.118878,-1.167767,0.137294,0.25282,-0.67174,-0.235286,0.315922,0.592168,0.361003,-0.117188,F
19872,19872,0.201005,-0.490234,-0.474055,-1.3462,0.244666,-0.995147,0.455611,-1.785968,-0.318768,-0.535331,A
19873,19873,0.092875,-0.137332,0.293444,0.645601,0.213999,-0.21579,0.302011,0.557593,0.277466,-0.104511,C
19874,19874,-0.288688,0.127836,0.261519,1.457385,0.14588,1.328428,0.54706,-0.011249,0.200707,1.187995,X
19875,19875,0.121375,-0.051806,0.036792,0.828469,0.8419,-0.597207,-0.886782,0.365674,0.398246,0.19495,I
19876,19876,0.187638,-0.019117,0.236751,-0.387099,0.272503,-0.853864,0.138952,0.304223,0.658679,-0.777218,H
19877,19877,-0.132027,0.006738,-2.968961,-0.858566,0.195157,0.069156,0.255112,-0.33674,0.193469,0.03685,A
19878,19878,0.376093,-0.275052,0.343724,-1.010516,-0.002147,0.029026,0.110317,0.089732,0.399685,-0.341497,F
19879,19879,0.219271,0.285134,0.142607,-0.15368,0.273406,-0.216708,-0.004204,0.217669,0.344167,-0.459689,A
19880,19880,-0.165222,0.051354,0.134235,1.80762,0.16003,1.63743,0.622568,0.495526,0.787457,1.594457,X
19881,19881,-0.359952,0.026801,0.649109,1.933282,0.302714,1.209636,-0.949146,1.365377,2.332605,0.813125,X
19882,19882,-0.176642,-0.167397,0.723528,0.734428,0.795842,0.474344,-0.962098,-0.145091,1.137877,1.671669,Y
19883,19883,0.189524,-0.197261,-0.472978,-0.784269,0.255758,0.69415,0.218012,-1.113785,-0.193,1.061514,A
19884,19884,0.125051,-0.452959,0.116778,0.968527,0.786391,0.064521,-1.682365,-0.007681,1.351964,0.444127,Y
19885,19885,-3.498799,-0.241343,0.930886,0.781777,-4.941957,-0.50117,0.351152,0.990639,-0.194823,-0.458073,W
19886,19886,0.111401,-0.340398,0.313296,0.232151,0.258194,-0.307531,0.391402,0.084144,-0.320686,0.010097,F
19887,19887,0.138751,0.136751,0.298144,-0.943002,0.249311,-0.937803,0.388148,-0.294538,-0.288286,-0.878066,G
19888,19888,0.094631,-0.015331,0.315019,-0.061864,0.247939,0.137846,0.287188,-0.329085,0.096056,0.128533,A
19889,19889,-0.183962,0.330541,0.041146,0.856983,0.280094,1.442832,0.713861,-0.734742,-0.460051,1.013566,F
19890,19890,-0.057629,-0.250444,0.13232,0.771411,0.254322,0.777841,-0.132987,0.384519,0.890064,0.420133,X
19891,19891,0.063008,-0.156819,0.24478,-0.441868,0.246001,-0.396433,0.220503,-0.645672,0.050384,-0.219426,A
19892,19892,-0.035025,0.066699,0.447651,0.369063,0.222957,-0.52664,0.576441,0.58975,0.230103,-0.496506,E
19893,19893,0.179759,-0.127213,0.103303,-0.155353,0.266709,-0.869678,0.080635,0.351456,-0.081803,-0.788303,F
19894,19894,0.322959,-0.932755,-0.230736,-1.16885,-0.168694,0.507289,0.4368,1.048028,0.526827,0.622052,A
19895,19895,0.7002,0.244352,0.242533,-0.102376,0.225068,-0.277824,0.349271,0.322801,-0.219766,-0.314212,A
19896,19896,0.09262,0.049181,0.276782,0.737803,0.195455,0.596684,0.044594,0.42181,0.315947,0.630897,A
19897,19897,0.215798,-0.186698,0.579508,-0.979993,0.243596,-0.730809,0.875886,-1.284672,-0.650306,-1.104881,X
19898,19898,0.028766,-0.378841,0.300211,0.998821,0.016002,1.997994,0.350772,-0.989619,-1.144497,2.223991,A
19899,19899,0.721784,-0.083715,0.105919,-0.719546,0.930886,-0.614644,-0.9025,-1.026722,0.960112,0.225374,I
19900,19900,-0.151853,-0.001075,0.264191,0.410167,0.2742,1.013359,0.67275,-0.635359,-0.666467,0.876344,F
19901,19901,-0.015981,-0.876095,0.209297,-0.172496,-1.204214,0.450691,0.599627,-0.262846,-0.179211,0.787695,A
19902,19902,0.105253,0.041153,0.181862,0.689549,0.236015,1.340997,0.316892,-0.285895,-0.37283,1.210274,F
19903,19903,0.733774,0.604606,0.071283,-0.970291,0.88868,-1.110416,-1.161401,0.597817,1.355307,-0.540597,I
19904,19904,0.462662,-0.538934,0.160211,1.245435,0.795876,-0.363037,-0.781938,1.099049,1.856704,0.526262,I
19905,19905,0.107789,0.15296,-0.150282,-0.940502,0.336744,0.467566,-0.377373,-2.593216,-1.267514,0.167331,F
19906,19906,0.112331,0.247001,-0.229809,-0.09412,0.26378,0.083581,0.152185,0.987884,0.191386,-0.210338,A
19907,19907,0.125025,0.120573,0.411934,1.482907,0.150142,0.642889,0.492042,0.369021,-0.065692,1.175925,A
19908,19908,0.171803,0.053456,0.204758,0.408068,0.237487,-0.220737,0.255335,0.529667,0.113549,-0.117951,F
19909,19909,0.117622,0.236221,0.143319,-0.821945,0.24258,0.072973,0.629849,-0.687305,0.16137,-0.184196,A
19910,19910,0.126467,0.239235,0.163217,0.598096,0.253021,0.106905,-0.021572,-0.264265,-0.524277,-0.280706,A
19911,19911,-0.029788,-0.363974,0.059597,0.658838,0.234815,0.945824,0.112136,0.21012,0.087252,1.053624,A
19912,19912,0.264916,-0.01316,0.166508,-0.9329,0.273943,-0.515617,0.071733,0.931319,-0.024281,-0.163998,F
19913,19913,-0.097821,0.291768,0.3839,0.206205,0.237978,0.070902,0.573488,0.245684,0.111557,-0.134672,E
19914,19914,0.287404,0.148565,0.22212,-0.890417,0.240256,-0.815369,-0.092741,-0.193647,0.097091,-1.109285,G
19915,19915,0.063146,-0.042429,-0.921467,-0.886153,0.236353,-0.581508,0.297466,0.223618,0.07277,-0.352942,A
19916,19916,0.603349,-0.654413,0.146674,-0.583812,0.914665,-1.362068,-0.869528,0.829938,1.146073,-0.267455,I
19917,19917,0.057438,-0.157193,0.186622,0.796197,0.241642,0.34581,0.266152,0.251069,-0.42657,0.270167,A
19918,19918,0.118881,0.054956,0.350072,-0.716408,0.277788,-0.186482,0.110873,-1.015477,-0.162423,-0.251652,H
19919,19919,0.207314,0.190273,0.132051,-0.045485,0.238206,-0.288169,0.285632,0.584829,-0.131166,-0.550406,F
19920,19920,0.309584,-0.141978,-3.13635,-2.161231,0.37275,-0.671795,0.093931,-0.590556,-0.693657,-0.348888,A
19921,19921,0.265997,-0.553189,0.743668,1.071899,0.742539,-0.870462,-1.303024,-0.075077,0.08735,-0.057943,Y
19922,19922,-0.033882,-0.523374,0.307264,0.103546,0.263148,1.56836,0.484714,-0.99719,-0.278438,1.142758,F
19923,19923,0.477164,-0.063447,0.151769,-0.464232,0.989634,-0.541286,-1.245617,0.318595,0.977579,-0.144172,I
19924,19924,0.093609,0.280353,0.098956,1.346765,0.239349,-0.018076,0.318886,1.165087,0.000421,-0.000441,A
