LINK_COL,Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
C11158,C11158,-0.652547,0.70899,-0.354662,0.968189,-130.279994,,-0.367202,0.178815,0.768059,-0.043632,-0.337028,-0.21099,0.140053,0.136655,-1470.734977,-0.134938,1.378491,-0.161142,-0.140132,83.673468,,-0.224996,0.120925,-0.54465,-0.072494,0.251657,,-1.177792,4.188875,0.861717,-0.565835,205.710816,1.615175,-0.095685,-0.138026,1.447152,,-0.046808,-0.12499,0.04647,-0.506379,-0.37759,117.285655,50.528286,-1.806128,0.549214,26.893011,-0.183681,0.05451,0.665346,0.907878,0.933871,0.861643,0.810123,-6294.825123,-0.0134,-0.999239,1.1898,,8.56967,6.126124,385.204241,2.146427,1.296334,0
C11689,C11689,0.0381,0.407442,0.287544,1.984512,-43.169864,,0.071915,2.030446,0.958063,0.652608,0.008061,0.521466,0.134894,0.115913,2618.015985,0.442558,1.360337,0.001234,0.001197,74.465704,1.195399,0.139355,0.028182,0.218493,0.441761,0.383004,,0.635244,4.532678,0.321903,0.094433,71.285341,4.732742,1.19271,0.120025,1.567066,-1.830374,0.71155,0.054476,0.108279,0.107874,0.037563,133.640806,47.435945,0.313482,1.302459,66.913351,0.081486,0.015343,1.662541,0.230557,0.197971,0.860033,0.995202,2630.148695,0.045534,0.165286,0.918429,-0.276112,4.002204,6.032943,56.89403,7.175835,2.166867,0
C10556,C10556,0.058466,0.245741,0.319381,3.144373,103.887108,,0.089326,6.300048,1.125464,0.828492,0.044147,0.882642,0.205679,0.115444,963.193786,1.237695,6.301693,0.030965,0.0609,48.588033,1.440563,0.110389,0.068304,0.323037,0.838087,1.16502,-0.551084,0.849781,4.453116,0.063284,0.022123,31.488444,8.73217,0.5621,0.183704,0.937977,,0.732618,0.122962,1.923226,0.061807,0.116353,89.949639,45.232614,0.03136,1.982132,36.392661,0.031355,0.062215,2.2895,0.119423,0.129942,2.287133,1.338664,8722.026415,0.130708,0.182189,0.946341,,12.451013,6.990482,67.58803,9.354516,2.744988,0
C11579,C11579,0.006714,0.560496,0.089931,1.727012,-7.964939,,0.049286,1.224485,1.02955,0.578222,0.045834,0.325037,0.108172,0.115633,5583.413144,0.252088,2.809586,0.028994,-0.02753,49.327345,1.000009,0.029998,0.0361,0.132401,0.523849,0.077719,-0.818021,0.597493,5.041121,0.224704,0.050332,91.407769,4.431185,0.560152,0.12901,1.181632,,0.483573,-0.011118,0.307372,0.170254,-0.00103,115.20284,104.145401,0.866484,0.755661,56.056124,-0.040415,-0.011735,1.168942,0.426851,0.41534,1.45997,1.604564,11739.9898,0.020692,,0.972183,,6.163922,3.382083,127.974165,6.076452,3.833085,0
C13333,C13333,0.045959,0.682947,0.186867,1.781144,-52.77238,,0.027382,1.763323,1.012533,0.682717,0.0892,0.281716,0.166333,0.028528,2815.845553,0.57238,1.662973,0.035928,0.012467,96.599442,1.329756,0.074819,0.039194,-0.03129,0.272059,0.72192,,0.183668,6.249385,1.070591,0.111504,343.009502,2.972856,3.340706,0.102206,1.588759,,0.741089,0.296422,0.147415,0.117428,-0.016689,163.076083,39.265575,-0.616771,1.245479,34.86545,0.048033,0.024529,0.614796,0.30984,1.175256,1.1098,1.011546,-10337.8152,0.236802,,0.73257,,4.768746,9.782578,204.455531,3.397704,1.486481,0
C10884,C10884,,0.725284,0.218535,0.863657,-17.41074,,0.008412,0.81648,1.740297,0.376501,0.013034,0.089399,0.021622,0.088067,3223.884237,0.125256,1.569492,0.050875,0.035014,41.342423,,0.090012,,-0.059899,,0.081802,3.52571,-0.767419,4.005733,0.34287,0.00862,115.317029,4.480349,2.152939,0.054994,1.791705,,0.541054,0.029561,0.234256,0.319526,0.046005,132.970198,60.67963,,0.688177,54.500351,-0.040919,0.013024,1.181058,0.463532,0.25897,3.797116,0.377078,783.358306,0.035005,,0.998196,,137.55392,4.770122,130.252267,4.692592,8.011905,0
C12020,C12020,-0.07856,0.894533,0.025821,0.562788,-281.125576,,-0.128561,1.212024,1.650134,0.294638,-0.097592,-0.987484,0.094986,-0.144352,-11275.23374,-0.152911,2.985381,-0.070645,-0.266032,,,,0.048756,,-0.116836,-0.238192,,,2.915742,0.326468,-0.180086,414.964474,1.727218,0.978913,-0.341,2.147106,,0.163497,0.03688,0.120766,-5.671855,,183.486251,113.455144,,0.130431,,-0.069811,-0.000645,0.180759,1.015602,0.581878,,,-143.058929,0.159784,0.800196,1.024848,,,6.234427,285.722058,2.918102,,0
C13295,C13295,0.277774,0.493504,0.184099,2.322391,38.896876,,0.225227,1.109929,3.809478,0.432162,0.090153,0.65743,0.063061,0.130562,1602.28497,0.569535,1.933858,0.035376,0.015081,,1.438918,0.140543,0.041721,0.596439,0.396844,0.465355,,2.431708,3.456212,0.061355,0.010963,58.718693,12.409787,10.666286,0.251655,3.605761,,0.492253,0.043048,0.547162,-1.412722,0.063479,73.184634,44.526246,,2.070868,,-0.042497,0.024117,1.731566,0.570227,0.168407,3.264459,9.672786,1016.652117,0.051107,-0.158532,0.942945,,,7.097274,60.887194,10.81642,78.724871,0
C13959,C13959,0.002782,0.571479,0.059274,1.638871,-48.071792,,0.046794,0.823046,0.983361,0.340555,0.1147,0.164785,0.062083,0.023511,3349.164792,0.368233,1.878024,0.007864,0.055115,61.837119,1.164569,0.10439,0.050061,0.040002,0.375187,0.414832,,0.513836,4.610572,0.440356,0.079801,102.030962,5.79025,0.777729,0.034484,1.178498,,0.703568,0.062444,0.348923,-3.313382,0.076975,138.760035,64.677364,0.03747,1.276513,54.840379,0.075561,0.058332,1.126986,0.399618,0.369567,0.886794,1.431412,6951.611829,0.066153,,0.917651,,4.308484,7.977002,70.65466,4.663773,2.551596,0
C15365,C15365,0.082917,0.406947,0.131884,1.478703,82.222381,,0.085206,0.468917,1.293731,0.564361,0.045352,0.080969,0.099915,0.093666,664.838707,0.032328,2.358376,0.06133,0.088124,83.839532,1.492761,,0.071876,0.082774,0.427067,0.452128,,0.504835,5.288199,0.558961,0.067698,169.814306,1.912844,0.013731,0.13108,1.820087,,0.722878,0.133001,0.238139,0.002185,,149.522404,74.593556,1.431006,0.524063,46.188133,0.101072,0.049555,0.636629,0.323641,0.502435,0.730494,1.081724,20542.53972,0.112611,,0.934033,,17.679668,7.122571,75.461085,4.205489,4.391182,0
C13538,C13538,0.159067,0.537284,0.312672,2.188116,17.305263,,0.029185,0.88683,2.745961,0.369536,0.126501,0.391929,0.024058,0.082606,2017.209262,0.626507,1.988265,0.116519,0.047893,40.463796,0.897639,,0.049806,0.542363,0.49026,0.154912,,6.370661,3.402092,0.107483,0.082383,56.872422,7.498162,6.128412,0.145351,2.459828,,0.493863,0.001936,0.279756,0.143788,,109.506798,74.685336,6.104814,1.792398,17.112918,0.073541,0.041333,1.883587,0.399603,0.187722,5.668597,6.74867,860.820552,0.068774,0.201515,0.980443,,304.172693,7.237052,55.475084,8.513114,31.879453,0
C13440,C13440,-0.005835,0.568596,0.191466,1.507091,-161.390763,,0.011291,0.862895,1.03206,0.342047,0.026299,0.200065,0.028611,-0.02311,3472.896501,0.259349,1.896431,0.022323,0.010118,75.543903,1.151664,0.052076,0.043197,-0.051523,0.353982,0.109269,,1.058004,4.468116,0.31975,0.020362,133.998681,3.536687,-0.176862,0.025081,0.991978,,0.419427,0.011407,0.121176,0.349523,0.049385,145.380561,59.293311,-0.13259,0.971614,81.490705,-0.020308,-0.033826,0.920477,0.276853,0.495902,1.624269,0.510225,3095.60401,0.015383,0.158611,0.972224,,8.205392,4.214535,87.738437,2.857297,-0.024711,0
C10917,C10917,0.16304,0.621087,0.178392,1.851968,36.535853,,0.135783,0.071488,2.749282,0.427572,0.051558,0.058084,0.055345,0.111761,4850.793955,0.216483,1.58627,0.211238,0.005821,,1.383917,,0.002861,,0.611747,0.711738,,4.936266,3.589115,0.177964,0.02301,90.933299,8.29925,9.940595,0.035307,2.484957,,0.319876,0.105976,0.299448,,,75.171318,45.770114,,2.389303,,,,2.658254,0.6709,0.261897,0.586691,3.56699,1944.394034,0.001028,0.033544,0.992109,,,7.951186,82.407847,7.003936,5.477029,0
C10511,C10511,,0.64303,0.136128,2.07679,-122.535496,,0.114068,0.958114,1.274858,0.585412,0.092029,0.390487,0.179495,0.058214,4102.648057,0.136606,1.616695,0.091529,0.124428,91.619873,1.35081,0.102217,,,0.288682,0.273212,1.002259,0.13398,5.204901,0.416755,0.080711,159.20445,1.737443,-0.030244,0.175078,0.717213,,0.47863,0.210334,0.603887,0.096449,0.14076,156.276344,98.004711,,0.312503,46.204527,,,0.796425,0.315505,0.450238,0.708311,0.978995,7536.457216,0.125777,,0.936477,,-6.304576,7.701996,102.347246,2.631953,2.263123,0
C13285,C13285,0.084088,0.6502,0.10127,1.046047,202.902588,,0.099616,1.77881,1.200037,0.575189,0.04518,0.162085,0.167755,0.105566,2900.572112,0.396279,2.050679,0.129118,0.10665,34.718017,1.17502,0.034014,0.081263,0.458698,0.366454,0.065018,,0.075199,5.3805,0.35018,0.111589,94.064393,4.050481,0.205353,0.075791,1.384677,,0.608888,0.090476,0.207184,0.225749,0.092937,80.809727,76.572038,1.389568,1.15612,49.121772,0.002939,0.004459,1.219537,0.437788,0.258043,0.973845,1.257075,36685.50387,0.014353,-0.005214,0.92512,,6.390411,5.609124,99.412253,2.673964,2.000887,0
C13928,C13928,0.056282,0.520775,0.172252,0.783127,78.125876,,0.102241,2.623227,1.130737,0.433309,0.10757,0.371829,0.111056,0.093469,2906.205756,0.425872,2.894417,0.109448,0.046281,12.379105,1.123856,,0.064252,,0.536258,0.578807,,0.711881,4.050549,-0.021803,0.034194,71.203035,4.346923,2.194708,0.106626,0.92322,,0.630835,0.027664,0.404936,,,81.535455,125.335284,1.169559,0.723778,8.658898,,,1.311179,0.351459,0.122732,2.114062,0.97025,3534.018408,0.041489,0.059831,0.967344,,20.440173,6.144463,43.794846,7.767371,4.407063,0
C14746,C14746,,0.267286,0.358035,1.682922,-2.848916,,0.022502,4.872485,1.070978,0.780715,0.124411,0.477076,0.081368,0.088428,-27.067169,0.742483,2.460972,0.013474,0.074714,54.854715,0.960679,0.031799,,0.17324,0.76035,0.409014,1.128418,1.05904,4.218213,0.321208,0.028635,66.742897,8.088782,1.159507,-0.024803,1.74415,,0.836715,-0.021806,1.634223,-0.090081,0.041748,99.562832,44.938205,,1.892235,95.871541,-0.011747,0.025202,0.819876,0.238784,0.2024,1.968264,3.263821,2384.502201,0.06393,,0.932312,,1.865985,7.581567,69.606708,4.246978,7.553804,0
C15024,C15024,0.06997,0.368888,0.178427,1.737929,95.286335,,0.071997,0.380842,0.943652,0.568782,0.002858,0.304142,0.088432,0.031111,-1021.596061,0.174684,1.918476,0.107127,0.066002,28.87619,1.35054,,0.036318,0.27541,0.509579,0.239409,,-0.441415,4.588698,0.409711,0.012961,133.765878,4.187752,0.054546,0.047274,1.767799,,0.496387,0.004138,0.308106,-0.301963,,101.021016,56.174491,-0.022794,0.761351,41.844924,0.028723,0.04284,1.168921,0.30014,0.376097,0.985473,1.487463,2052.952347,0.013274,0.185318,0.980954,,10.58838,4.881144,144.130926,3.966592,3.323981,0
C15449,C15449,0.189901,0.406591,0.442037,2.69946,64.499867,,0.067851,1.953616,1.407539,0.600171,0.173034,1.125667,0.141063,0.123194,1464.379811,0.408965,2.408868,0.051375,0.035674,29.343155,0.934496,,0.026097,,0.744534,0.841052,,5.177457,3.859124,-0.005946,0.067031,47.504075,6.045948,5.724166,0.011267,1.233442,,0.731188,0.052743,0.559041,,,97.755148,64.224133,0.171246,1.652074,37.276552,,,3.149181,0.178159,0.201966,2.51581,1.997571,3050.622741,0.15343,0.157399,0.862021,,13.343442,6.277304,49.146349,10.337409,7.713391,0
C15806,C15806,,1.450554,-0.498805,0.506304,-14.046381,,-0.081091,-0.270868,1.115852,-0.347071,0.143159,-0.041586,0.064636,-0.028877,-69.144406,-0.14289,0.609281,-0.200619,-0.043592,,,,,,-0.037207,-0.128725,,-3.551415,3.110521,0.538519,-0.156886,285.840449,3.379521,2.004016,-0.240007,1.884118,,-0.040389,-0.018957,0.152979,,,117.708282,98.64275,,0.693511,,,,0.484324,1.393606,0.7937,0.617482,-1.798241,-148.09899,0.060834,,1.046297,,,4.536355,221.649905,3.540749,7.142994,1
C14930,C14930,-0.083426,0.545788,-0.174835,0.759897,-122.002202,-0.03235,0.077405,0.994234,0.989528,0.192082,0.056744,0.036094,0.042997,-0.012481,2782.23376,0.086934,1.410031,-0.070825,0.020113,14.016723,,0.045529,-0.047826,0.208136,0.174253,-0.058838,,-0.126902,4.485483,0.370656,0.056627,77.733729,2.951787,-0.172501,0.085418,1.693241,,0.565114,-0.03147,0.110985,0.174987,0.028534,67.360801,35.802604,0.836324,0.508168,27.546023,-0.040874,0.033965,0.627722,0.458829,0.395883,0.876952,0.615888,950.856405,0.035493,-0.197588,0.969955,,31.993187,9.280121,80.099925,3.840807,16.250074,0
C15014,C15014,0.047124,0.427438,0.327643,2.487428,5.575934,,0.064188,5.157371,1.026148,0.654294,0.138613,0.257627,0.080368,0.026415,373.356068,0.834567,4.598583,0.048487,0.047648,89.01371,1.176965,,0.021503,,0.574428,0.68039,,0.348396,4.161157,0.113188,0.072775,68.254381,4.199091,2.432705,0.098941,1.782702,,0.673495,-0.016553,0.405649,-0.120738,,126.633694,61.289329,0.158545,1.694533,105.695031,0.066809,0.017714,1.001422,0.289623,0.183085,1.567934,2.390274,3115.016422,0.016575,0.050407,0.949446,,4.579491,10.897979,87.245949,3.924435,3.551902,0
C15041,C15041,0.007668,0.480107,0.179159,1.931916,-11.928852,,0.10643,0.35157,1.049621,0.400418,0.059892,0.15757,0.115791,0.04674,1832.59707,0.211006,3.469797,0.110796,-0.004392,38.332671,1.332618,0.05034,0.022722,0.121809,0.498007,0.222673,1.234524,2.361544,4.172437,0.379288,0.025257,139.488834,2.66791,1.924477,0.040802,1.158821,,0.529631,0.00493,-0.04359,0.303635,0.064379,104.210249,89.032407,0.334526,0.583476,63.083194,0.070616,0.031045,1.398249,0.438995,0.191245,2.693131,0.75948,767.635423,0.045671,-0.007215,0.981455,,12.933842,4.008728,128.671523,3.91126,2.008908,0
C12989,C12989,0.053728,0.436501,0.32274,1.069943,27.609485,,0.077058,0.562055,1.277328,0.43315,0.101495,0.182606,0.111477,0.114202,3775.875102,0.345293,2.998037,0.119019,0.028425,33.787819,1.035675,,0.013758,,0.365429,0.475922,,-0.366061,3.797584,0.365748,0.035681,81.094658,3.187776,2.155814,0.056575,1.147233,,0.568011,0.035415,0.802718,0.345012,,132.548259,73.783809,0.656679,0.698257,52.522365,0.095446,0.004438,1.948417,0.289153,0.244475,2.136985,2.078516,604.780407,0.036538,0.240415,0.961519,,6.06668,8.245296,53.398436,6.564447,1.277709,0
C11566,C11566,0.054431,0.550527,-0.002594,1.242037,-11.615227,,-0.013336,1.735703,0.870996,0.463878,0.122437,-0.00893,0.006281,0.053783,1555.757051,0.192451,1.956416,-0.003884,0.076857,59.908465,1.011832,,0.081477,0.184542,0.428768,0.28288,,0.112139,5.528578,0.254068,0.112956,87.012257,3.782815,0.144972,0.08511,0.698965,,0.500207,0.185836,0.326465,0.160225,,98.391423,66.74291,0.632542,0.653614,63.85629,0.088392,0.070071,1.023533,0.282641,0.511758,0.872509,1.139407,-4184.507393,0.21128,,0.965202,,14.906833,6.98032,136.836483,3.77561,1.126708,0
C11016,C11016,0.017325,0.326475,0.13426,1.977068,10.218978,,0.047045,2.532094,1.13496,0.48697,0.109814,0.13272,0.09724,0.029317,2462.73931,0.348968,2.496519,0.029467,0.012267,,,0.070222,0.010673,,0.603899,0.270771,,0.075382,4.014591,0.220413,0.064339,68.334449,5.315369,-0.688824,0.004719,1.952698,,0.711972,0.05401,0.310242,0.328528,-0.003826,132.556019,116.98802,,1.094146,,0.042081,0.018066,1.198122,0.24765,0.107981,1.61621,1.141185,1101.505191,0.03838,-0.03015,0.962338,,,3.637356,90.908936,5.506195,10.05638,0
C10288,C10288,,0.562037,0.117542,1.431227,-37.639416,,0.092062,2.072603,1.24734,0.647691,0.062109,0.10845,0.013521,-0.033966,-200.925499,0.131426,2.000451,0.004333,0.111129,42.672582,1.292378,,,0.074116,0.44648,0.368754,,0.234485,5.680952,0.352229,0.131834,139.180412,3.466012,1.780918,0.03609,0.85794,,0.656852,0.099914,0.271913,-0.282246,,131.971999,46.251938,,1.198393,76.435493,0.018874,0.007814,1.062836,0.455979,0.378896,1.003686,1.291585,36755.75489,0.05852,,0.954496,,5.064077,3.889271,72.711339,3.78514,0.722078,0
C13649,C13649,,0.485039,0.365268,1.874203,95.983019,,0.163213,3.435466,1.327743,0.526199,0.305791,0.119438,0.061042,0.195708,1854.652623,1.480127,1.601009,-0.013499,0.008756,,0.855322,,,,0.322109,0.71464,,0.433124,3.139528,0.192348,-0.024643,33.913526,4.470001,8.384114,0.171673,2.13966,,0.72215,0.114206,1.101332,,,85.811591,95.152759,,4.426641,,,,3.176909,0.201994,0.227909,1.997868,22.729416,367.767323,0.144733,,0.971941,,,3.89457,96.729079,6.675619,10.280398,0
C14962,C14962,0.088493,0.39411,0.25782,5.216978,90.24486,,0.163113,3.891085,1.266921,0.768211,0.179624,1.214028,0.157874,0.101981,740.22329,1.194365,1.945593,0.225004,0.136901,,1.380704,,0.089128,0.697151,0.556168,1.323693,,0.957395,4.790447,0.014187,0.07144,64.114903,6.130603,2.978174,0.219476,1.343453,,0.729042,0.085691,0.205931,-4.212414,,114.794822,45.299762,,3.228617,,0.08266,0.02124,5.149712,0.115379,0.170948,1.525836,1.449979,19168.30532,0.075559,0.126472,0.838803,,,9.320096,74.378221,11.227121,4.270375,0
C15072,C15072,0.056437,0.421297,0.117089,1.496972,-7.947766,,0.112303,1.277187,0.871376,0.571387,-0.024281,0.366697,0.141404,0.104137,3056.701797,0.308587,1.88932,0.037996,0.031744,45.198429,1.232065,,0.057319,-0.05518,0.399539,0.381216,,0.377072,4.896808,0.59381,-0.012417,111.642399,1.934906,0.790111,0.04652,1.649781,,0.506142,0.008306,0.138327,0.544632,,82.629893,75.566101,0.424578,1.166599,74.209414,0.037805,-0.033251,0.907042,0.548549,0.361672,0.609404,0.856721,10095.41825,0.085679,0.176268,0.99816,,22.947282,5.538642,120.987609,5.491511,3.738039,0
C11435,C11435,0.136934,0.227919,0.156243,1.798947,-108.099972,,0.111148,5.269954,0.831604,0.313678,0.12017,0.376855,0.155785,0.102459,3930.222811,0.777358,2.212877,0.041369,0.050494,39.872843,1.104437,,0.08305,0.057562,0.150028,0.052879,,0.158657,6.235587,0.694736,0.007576,77.4427,2.282059,-0.380783,0.050111,0.55492,,0.554656,0.030278,0.243369,0.287949,,90.938318,13.888626,0.956903,0.790806,15.747443,0.088352,-0.050563,0.764397,0.4718,0.271927,1.072659,1.202411,11045.27573,0.223328,,0.760393,,16.515128,7.106525,167.813872,3.923639,0.757421,0
C14469,C14469,0.10023,0.488832,0.070526,0.93983,-65.637081,,0.097735,1.884413,1.115515,0.458263,0.095579,0.252459,0.148204,0.110543,-50.065071,0.103507,3.061057,0.055505,0.050789,35.565104,1.074103,0.134045,0.086764,,0.344316,0.215709,,0.289626,4.066227,0.126406,0.081034,113.223247,3.527983,0.499506,0.020968,3.483065,,0.565701,0.069008,0.34396,0.635847,0.049947,92.536045,29.737717,0.751262,0.924897,48.300471,-0.050034,-0.03934,0.838379,0.442543,0.229705,0.506397,0.958089,867.811434,0.073211,0.08613,0.959536,,50.452905,6.788742,98.186491,7.14455,4.768339,0
C11720,C11720,-0.191914,1.014446,-0.113407,1.097495,-40.308915,,0.008523,0.355405,1.498394,0.01968,-0.027648,0.084163,0.054901,0.081159,3169.921415,0.123583,0.977728,-0.077032,-0.113857,11.026993,1.384885,-0.147639,-0.103086,-0.307463,-0.256083,-0.17726,-6.777442,2.81568,4.260698,0.574976,-0.011893,148.620893,3.136159,1.548089,-0.107372,1.859173,,0.103787,-0.048889,0.068354,0.074834,-0.042281,109.005239,55.06357,1.433083,0.620729,25.316308,-0.077489,0.011879,0.778514,0.847822,0.262476,-5.889018,-0.795226,23.062037,-0.028868,-0.291132,1.103037,,55.207999,4.946562,109.277195,2.533333,24.757259,0
C13732,C13732,0.143385,0.213121,0.223724,0.784328,24.862457,,0.126026,1.737056,0.929441,0.642654,0.099373,0.525061,0.196084,0.115034,-805.100292,0.993682,7.583181,0.066313,0.059265,54.040289,1.181826,,0.06932,0.132541,0.508145,0.745146,,0.709236,5.903069,0.250843,0.09132,78.065497,7.676195,1.399914,,1.04026,,0.695653,,0.639723,0.141561,,144.004858,49.651075,0.105944,1.988479,27.551619,0.079725,-0.036732,0.798727,0.325935,0.143977,2.031194,1.749546,259407.2018,0.071534,0.287082,0.933695,,18.939622,4.510113,93.25653,6.233398,2.808121,0
C12371,C12371,0.160853,0.596155,0.470584,2.606779,13.066912,,0.033196,1.64629,2.024016,0.569741,0.074893,0.042176,0.027806,-0.007151,8.261938,0.671428,2.814172,-0.02247,0.046296,78.176068,1.219553,,0.042332,,0.635466,0.819722,,11.131288,3.537183,0.294363,0.0793,101.786774,8.090186,7.006007,0.16827,2.170621,,0.644887,-0.011458,1.196948,0.225833,,148.587153,68.787268,1.101146,1.445418,85.422152,0.014024,0.048936,1.40468,0.374087,0.233307,8.939209,11.832408,1533.021289,0.090452,0.099689,0.952068,,15.234592,3.926513,81.030335,9.301158,-4.722761,0
C11727,C11727,0.132683,0.344641,0.245161,1.659735,1.74728,0.231539,0.114932,1.112139,1.035267,0.568363,0.162193,0.330084,0.04719,0.155479,1147.037821,0.444892,3.05948,0.10351,0.004621,13.47658,1.231598,0.103996,0.028461,0.287823,0.471247,0.427179,,0.156715,4.430853,0.20355,0.034354,67.847925,8.888991,0.365055,0.173861,2.530552,,0.645373,0.011416,0.258502,0.230932,0.073093,76.135869,54.462947,1.602546,1.28016,21.965748,-0.007575,0.005169,1.633957,0.463549,0.168255,1.480436,0.922598,1452.69578,-0.002741,0.293711,,,18.609302,9.225917,85.612614,5.569693,1.7894,0
C14736,C14736,0.101767,0.372781,-0.009037,1.464182,-0.751025,,0.00913,1.985732,1.133801,0.570344,0.00902,0.239472,0.092098,0.104135,2278.835787,0.255217,3.298005,0.064668,0.079923,43.735554,1.367304,0.087218,0.032944,0.221617,0.56937,0.392276,,0.515082,4.636065,0.441133,0.044248,75.997127,7.034717,0.241966,0.041313,1.035932,,0.635333,0.091464,0.17806,0.188108,0.039114,110.751846,64.53339,0.123561,0.913614,65.896081,0.005496,0.060995,0.654684,0.267211,0.373429,1.119053,1.018053,-1538.514355,0.050041,0.04284,0.922761,,15.035247,6.564685,146.426616,4.26983,4.546935,0
C15403,C15403,0.16068,0.416552,0.199072,2.679848,37.915161,,0.087096,0.203325,1.886616,0.441782,0.065617,0.36772,0.048904,0.04853,1820.0215,0.359503,1.882949,0.066459,0.072973,55.8127,,0.061344,0.006789,,0.46438,0.182805,-17.742921,2.094706,3.820365,0.138282,0.097429,,5.2535,3.342663,0.181489,1.995054,,0.740037,0.07184,0.706226,0.453297,0.070666,122.968817,51.726999,0.558595,0.63898,54.234337,,,1.905117,0.368489,,3.992082,4.556929,2857.249637,,0.111942,0.949559,,15.391998,4.632283,90.367124,6.864664,-3.127178,0
C13827,C13827,-0.003259,0.649711,0.049435,1.57739,-44.555793,,0.067747,1.106265,1.157595,0.308023,0.000876,0.323103,0.069191,0.030549,2517.60639,0.17834,2.647977,0.06596,0.06833,37.425067,1.129838,,0.037325,0.005268,0.332475,0.116241,,0.572434,4.906903,0.481167,0.005847,73.040474,2.75391,0.511769,0.072114,1.438132,,0.563233,0.034409,0.423459,-0.463145,,129.906223,82.805028,1.255081,1.031951,28.709657,0.051813,0.070418,1.32767,0.470557,0.393043,1.831539,0.803867,3057.864189,0.058831,0.018967,0.961981,,8.097833,5.710691,104.412445,3.320691,-2.039461,0
C12678,C12678,-0.006145,0.73019,0.073381,1.410393,3.170189,,0.069573,0.902819,0.810195,0.332971,-0.004708,0.151102,0.093641,0.048071,26952.21781,0.091891,1.476943,-0.02334,0.063356,5.784091,1.297486,0.10434,0.002785,,0.311692,0.183755,,1.341525,4.037187,0.182679,0.000916,218.028824,6.026056,0.668738,0.008838,1.470635,,0.393064,0.017516,0.061756,0.529719,0.009858,112.480175,98.151348,1.867523,0.612337,61.751623,0.000376,-0.031317,0.585036,0.566158,0.615899,1.860529,0.517018,-200.430295,-0.036022,0.073047,1.018648,,8.843884,7.4848,177.610301,1.722632,9.864253,0
C15605,C15605,0.049549,0.373695,0.107388,1.090302,35.320875,,-0.007245,3.154761,1.203024,0.481722,0.082918,0.217649,-0.005625,-0.029778,-554.771214,-0.023767,3.552009,0.025582,-0.041396,25.106922,1.237095,,-0.052183,,0.28449,-0.042452,,0.34815,3.510012,0.508645,-0.031983,80.06349,3.04892,3.012399,-0.01789,1.350182,,0.800657,-0.039502,0.490233,,,114.05011,55.822991,1.099674,0.337012,56.079877,,,1.846567,0.242346,0.14716,0.679944,1.181567,33.491824,0.065877,0.09671,1.036078,,-10.520724,11.929075,135.899025,4.761284,8.012716,1
C10887,C10887,0.088272,0.412544,0.489454,2.76216,15.148951,,0.209949,1.536377,2.744852,0.266212,0.17423,0.119574,0.046512,0.022127,5682.430934,0.465065,3.44472,0.174633,0.047261,10.133905,1.265307,0.163076,0.041744,0.146837,0.494731,0.095871,33.624879,23.178487,3.706152,0.232959,0.050539,68.734516,3.943987,4.207129,0.088921,3.125587,,0.384371,0.049172,0.416893,-0.039969,0.071974,83.170446,78.576513,-1.744702,2.114266,9.973012,0.171156,0.008017,1.13047,0.431897,0.154395,-0.751944,9.007899,1786.440722,0.050525,0.268054,0.978942,,-18.251528,5.922505,87.169854,11.601084,-12.612701,0
C12300,C12300,,0.251444,0.670069,4.385445,73.553516,,0.121025,0.824578,1.754905,0.784716,-0.009451,0.246001,0.16118,-0.014758,-925.975247,0.315926,2.131776,0.147723,0.010955,,0.830001,,,,0.43359,0.910512,,-1.704451,3.205979,0.159166,0.014851,60.24014,5.648598,4.839838,0.126276,1.702758,,0.699514,-0.013342,0.544254,,,166.005485,38.493821,,2.521289,,,,3.154719,0.2437,0.117728,11.120635,3.838983,667.412803,0.019978,,0.870684,,,8.787913,51.624965,4.676064,31.099968,0
C13386,C13386,0.181466,0.361127,0.404379,2.048035,-27.236343,,0.292821,1.904152,1.375732,0.629622,0.081268,0.110711,0.091892,0.315431,666.065481,0.403397,5.621613,0.217341,0.165215,,1.046794,,0.111087,0.793366,0.287335,0.781672,,15.127604,3.738618,0.078476,0.260188,59.583824,8.086605,5.855708,0.092226,1.553565,,0.643441,0.069322,-0.094597,,,167.106119,111.712452,,3.111282,,,,2.49627,0.181188,0.308091,8.720866,6.994828,1774.052606,0.221515,0.171892,0.790649,,,6.271222,53.526457,10.021524,-15.430552,0
C12981,C12981,,0.341228,0.336646,2.117301,93.841557,,0.110504,4.132423,1.085532,0.302104,0.126084,-0.138977,0.104775,-0.035532,-10242.32383,-0.189587,0.818565,0.008837,-0.142167,,,-0.014365,,0.3243,-0.008279,0.390919,,5.21883,3.080739,1.353397,-0.062449,106.27365,0.698144,5.229136,-0.085346,2.575068,,0.539938,0.030729,0.210609,0.416463,-0.082185,230.91893,109.753469,,1.426525,,-0.052408,-0.05328,1.824744,0.753773,0.367195,6.284324,1.306654,68.55276,0.131871,,0.889234,,,5.661095,207.557561,4.609881,-0.795077,0
