,MSID,target-label,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7430,7430,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7431,7431,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7433,7433,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7441,7441,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7442,7442,POISONOUS,FLAT,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7444,7444,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7445,7445,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7447,7447,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7450,7450,POISONOUS,KNOBBED,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7451,7451,POISONOUS,CONVEX,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7452,7452,POISONOUS,CONVEX,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7453,7453,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7454,7454,POISONOUS,CONVEX,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7456,7456,POISONOUS,CONVEX,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7457,7457,POISONOUS,CONVEX,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7458,7458,POISONOUS,FLAT,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7459,7459,POISONOUS,KNOBBED,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7460,7460,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7461,7461,POISONOUS,CONVEX,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7462,7462,POISONOUS,KNOBBED,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7463,7463,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7464,7464,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7465,7465,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7467,7467,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7468,7468,POISONOUS,CONVEX,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7469,7469,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7470,7470,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7471,7471,POISONOUS,KNOBBED,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7472,7472,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7473,7473,POISONOUS,CONVEX,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7474,7474,POISONOUS,FLAT,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7475,7475,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7477,7477,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7478,7478,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7479,7479,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7480,7480,POISONOUS,FLAT,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7481,7481,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7483,7483,POISONOUS,CONVEX,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7485,7485,POISONOUS,CONVEX,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7487,7487,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7489,7489,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7491,7491,POISONOUS,FLAT,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7493,7493,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7494,7494,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7497,7497,POISONOUS,FLAT,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7499,7499,POISONOUS,KNOBBED,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7500,7500,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7501,7501,POISONOUS,CONVEX,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7502,7502,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7503,7503,POISONOUS,CONVEX,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7504,7504,POISONOUS,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7505,7505,POISONOUS,CONVEX,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7506,7506,POISONOUS,CONVEX,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7508,7508,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7509,7509,POISONOUS,KNOBBED,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7510,7510,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7511,7511,POISONOUS,CONVEX,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7512,7512,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7513,7513,POISONOUS,FLAT,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7515,7515,POISONOUS,KNOBBED,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7516,7516,POISONOUS,CONVEX,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7517,7517,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7518,7518,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7520,7520,POISONOUS,CONVEX,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7521,7521,POISONOUS,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7524,7524,POISONOUS,FLAT,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7526,7526,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7528,7528,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7530,7530,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7532,7532,POISONOUS,FLAT,SMOOTH,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7533,7533,POISONOUS,KNOBBED,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7534,7534,POISONOUS,CONVEX,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7535,7535,POISONOUS,KNOBBED,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7536,7536,POISONOUS,KNOBBED,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7537,7537,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7538,7538,POISONOUS,FLAT,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7539,7539,POISONOUS,CONVEX,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7540,7540,POISONOUS,KNOBBED,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7541,7541,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7542,7542,POISONOUS,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7543,7543,POISONOUS,CONVEX,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7544,7544,POISONOUS,CONVEX,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7545,7545,POISONOUS,CONVEX,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7546,7546,POISONOUS,FLAT,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7547,7547,POISONOUS,FLAT,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7550,7550,POISONOUS,CONVEX,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7551,7551,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7554,7554,POISONOUS,CONVEX,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7555,7555,POISONOUS,KNOBBED,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7558,7558,POISONOUS,KNOBBED,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7559,7559,POISONOUS,CONVEX,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7560,7560,POISONOUS,KNOBBED,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7561,7561,POISONOUS,FLAT,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7562,7562,POISONOUS,FLAT,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7563,7563,POISONOUS,KNOBBED,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7564,7564,POISONOUS,CONVEX,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7565,7565,POISONOUS,FLAT,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
7567,7567,POISONOUS,CONVEX,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7568,7568,POISONOUS,FLAT,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7570,7570,POISONOUS,KNOBBED,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7571,7571,POISONOUS,CONVEX,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7573,7573,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7574,7574,POISONOUS,KNOBBED,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7575,7575,POISONOUS,KNOBBED,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7577,7577,POISONOUS,FLAT,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7579,7579,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
7580,7580,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
7581,7581,POISONOUS,KNOBBED,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
